volume	part	number	page	author	title	book	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
11	1A	1	1	ABBOTT, KENYON TAYLOR.	Thirteen. Pictures by Gertrude Breed.		A18135	1929-12-24	R191903	1957-02-07	Mrs. Horace P. Abbott|NK||Gertrude Breed|A						ABBOTT, KENYON TAYLOR. Thirteen. Pictures by Gertrude Breed. © 24Dec29; A18135. Mrs. Horace P. Abbott (NK) & Gertrude Breed (A); 7Feb57; R191903.
11	1A	1	1	ABBOTT, WILBUR C.	New York In the American Revolution. Illus. selected by Victor H. Paltsits.		A16388	1929-10-25	R187421	1957-02-28	Wilbur C. Abbott|A						ABBOTT, WILBUR C. New York In the American Revolution. Illus. selected by Victor H. Paltsits. © 25Oct29; A16388. Wilbur C. Abbott (A); 28Feb57; R187421.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 1-3.		A9204	1929-05-14	R185352	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 1-3. © 14May29; A9204-9206. 22Jan57; R185352-185354.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 1-3.		A9205	1929-05-14	R185353	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 1-3. © 14May29; A9204-9206. 22Jan57; R185352-185354.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 1-3.		A9206	1929-05-14	R185354	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 1-3. © 14May29; A9204-9206. 22Jan57; R185352-185354.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 4-6.		A8857	1929-06-15	R185349	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 4-6. © 15Jun29; A8857-8859. 22Jan57; R185349-185351.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 4-6.		A8858	1929-06-15	R185350	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 4-6. © 15Jun29; A8857-8859. 22Jan57; R185349-185351.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 4-6.		A8859	1929-06-15	R185351	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 4-6. © 15Jun29; A8857-8859. 22Jan57; R185349-185351.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 7-9.		A11309	1929-07-16	R185355	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 7-9. © 16Jul29; A11309-11311. 22Jan57; R185355-185357.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 7-9.		A11310	1929-07-16	R185356	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 7-9. © 16Jul29; A11309-11311. 22Jan57; R185355-185357.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 7-9.		A11311	1929-07-16	R185357	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 7-9. © 16Jul29; A11309-11311. 22Jan57; R185355-185357.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 10-12.		A11769	1929-08-16	R185358	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 10-12. © 16Aug29; A11769-11771. 22Jan57; R185358-185360.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 10-12.		A11770	1929-08-16	R185359	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 10-12. © 16Aug29; A11769-11771. 22Jan57; R185358-185360.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 10-12.		A11771	1929-08-16	R185360	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 10-12. © 16Aug29; A11769-11771. 22Jan57; R185358-185360.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 13-14.		A12510	1929-09-19	R185361	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 13-14. © 19Sep29; A12510-12511. 22Jan57; R185361-185362.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 13-14.		A12511	1929-09-19	R185362	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 13-14. © 19Sep29; A12510-12511. 22Jan57; R185361-185362.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 15-17.		A14366	1929-10-21	R185363	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 15-17. © 21Oct29; A14366-14368. 22Jan57; R185363-185365.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 15-17.		A14367	1929-10-21	R185364	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 15-17. © 21Oct29; A14366-14368. 22Jan57; R185363-185365.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 15-17.		A14368	1929-10-21	R185365	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 15-17. © 21Oct29; A14366-14368. 22Jan57; R185363-185365.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 18-20.		A16071	1929-11-20	R185366	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 18-20. © 20Nov29; A16071-16073. 22Jan57; R185366-185368.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 18-20.		A16072	1929-11-20	R185367	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 18-20. © 20Nov29; A16071-16073. 22Jan57; R185366-185368.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 18-20.		A16073	1929-11-20	R185368	1957-01-22	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 18-20. © 20Nov29; A16071-16073. 22Jan57; R185366-185368.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 24-26.		A19296	1930-01-27	R191249	1957-05-01	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 24-26. © 27Jan30; A19296-19298. 1May57; R191249-191251.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 24-26.		A19297	1930-01-27	R191250	1957-05-01	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 24-26. © 27Jan30; A19296-19298. 1May57; R191249-191251.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 24-26.		A19298	1930-01-27	R191251	1957-05-01	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 24-26. © 27Jan30; A19296-19298. 1May57; R191249-191251.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 27-29.		A19949	1930-02-24	R191252	1957-05-01	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 27-29. © 24Feb30; A19949-19951. 1May57; R191252-191254.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 27-29.		A19950	1930-02-24	R191253	1957-05-01	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 27-29. © 24Feb30; A19949-19951. 1May57; R191252-191254.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 27-29.		A19951	1930-02-24	R191254	1957-05-01	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 27-29. © 24Feb30; A19949-19951. 1May57; R191252-191254.
11	1A	1	1														ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 30-32. © 27Mar30; A20988-20900. 1May57; R191255-191257.
11	1A	1	1		ABBOTT NEW YORK DIGEST. Consolidated ed. v. 33-35.		A23210	1930-04-28	R191258	1957-05-01	Lawyers Cooperative Pub. Co. & West Pub. Co.|PCW						ABBOTT NEW YORK DIGEST. Consolidated ed. © Lawyers Cooperative Pub. Co. & West Pub. Co. (PCW) v. 33-35. © 28Apr30; A23210-23212. 1May57; R191258-191260.
