volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	publ	note	full_text
				William Richard Case.	The End of the diving board.	DU52227	1960-12-09	RE384388	1988-05-02	William Richard Case|A							
				C. S. Hammond & Company.	Map of the York area and York County.	F29407	1960-12-09	RE401621	1988-11-23	Hammond, Inc.|PWH							
					Places of the world.  Changes & additions: C. S. Hammond & Company.	F29408	1960-12-09	RE401622	1988-11-23	Hammond, Inc.|PWH							
					One hundred and one dalmations Magic Slate.  No. 4448.	K60857	1960-12-09	RE384510	1988-05-16	Walt Disney Company|PWH							
					Superman.  Release the week of Jan. 8, 1961.	K62283	1960-12-09	RE401554	1988-12-05	Comics, Inc.|PWH							
				the Village Voice, Inc. (presently d.b.a. V V Publishing Corporation)	The Village voice.  Vol. 6, no. 8, Dec. 15, 1960.	TX2455203	1960-12-09	RE403524	1988-12-19	Publishing Corporation|PWH							
				Eva Broch (Eva Broch Pierrakos)	The Great transition in human development.	TX2570740	1960-12-09	RE447366	1988-09-09	John C. Pierrakos|Wr							
				Gustavo Eduardo Carranza.	The Evolution of an athiest.	A477114	1960-12-10	RE389819	1988-07-25	Charles Edward Carranza|C							
				H. E. Kirschner and Herbert Clarence White.	Are you what you eat?	A478697	1960-12-10	RE382604	1988-04-11	Dorothy Mae Weeks|C||Katherine Marie Matheson|C							
					More traditional ballads of Virginia.	A494137	1960-12-10	RE411028	1988-12-27	Arthur Kyle Davis, Jr.|A							
					Gospel melodies; solos, duets, quartets.  No. 2.  w & m J. M. Gleason.	A819756	1960-12-10	RE389213	1988-07-07	J. M. Gleason|A							
					Barron's; national business & financial weekly.  Vol. 40, no. 50, Dec. 12, 1960.	B872770	1960-12-10	RE403577	1988-12-09	Dow Jones & Company, Inc.|PCW							
					Chicago daily tribune.  Vol. 119, no. 296, Dec. 10, 1960.	B873097	1960-12-10	RE376751	1988-02-19	Chicago Tribune Company|PCW							
					The New York times.  Vol. 110, no. 37576, Dec. 10, 1960.	B873222	1960-12-10	RE392134	1988-08-01	New York Times Company|PCW							
					Daily news.  Vol. 42, no. 144, Dec. 10, 1960.	B873248	1960-12-10	RE396810	1988-10-03	New York News, Inc.|PWH							
					Little Orphan Annie.	B873248	1960-12-10	RE411679	1988-12-30	Tribune Media Services, Inc.|PWH							
					Los Angeles times.  Vol. 80, Dec. 11, 1960.	B873270	1960-12-10	RE384517	1988-05-27	Times-Mirror Company|PCW							
					The Washington post and times herald.  Vol. 84, no. 5, Dec. 10, 1960.	B873306	1960-12-10	RE403761	1988-12-08	Washington Post Company|PCW							
				Camilla R. Bittle.	Boy on trial.	B873355	1960-12-10	RE400811	1988-11-15	Camilla R. Bittle|A							
					Electrolysis digest.  Vol. 7, no. 12, Dec. 1960.	B873432	1960-12-10	RE401326	1988-11-23	Gordon Blackwell|PCW							
					Journal of college placement.  Vol. 21, no. 2, Dec. 1960.	B873495	1960-12-10	RE400827	1988-11-15	College Placement Council, Inc.|PCW							
					National review.  Vol. 9, no. 23, Dec. 10, 1960.	B873654	1960-12-10	RE372808	1988-01-21	National Review, Inc.|PCW							
					The Christian Science monitor, Boston.  Vol. 53, no. 14, Dec. 10, 1960.	B873968	1960-12-10	RE368974	1988-01-07	Christian Science Publishing Society|PWH							
				L. Ron Hubbard.	Why some fight Scientology.	TX2155866	1960-12-10	RE405143	1988-12-06	Mary Sue Hubbard|W							
				William York Tindall.	The Joyce country.	TX2482060	1960-12-10	RE430155	1988-12-22	William York Tindall|A							
				Juan Diaz G., Alfonso Lloredo, Alfonso Rodriguez H. et al.	La Santa Biblio.	AF18107	1960-12-11	RE373308	1988-01-19	United Bible Societies|PWH							
					Chicago Sunday tribune.  Vol. 119, no. 50, Dec. 11, 1960.	B873098	1960-12-11	RE376752	1988-02-19	Chicago Tribune Company|PCW							
					The New York times.  Vol. 110, no. 37577, Dec. 11, 1960.	B873219	1960-12-11	RE392131	1988-08-01	New York Times Company|PCW							
					Sunday news.  Vol. 40, no. 33, Dec. 11, 1960.	B873250	1960-12-11	RE396812	1988-10-03	New York News, Inc.|PWH							
					Little Orphan Annie.	B873250	1960-12-11	RE411681	1988-12-30	Tribune Media Services, Inc.|PWH							
					The Washington post and times herald.  Vol. 84, no. 6, Dec. 11, 1960.	B873302	1960-12-11	RE403757	1988-12-08	Washington Post Company|PCW							
					Mickey Mouse.  Dec. 18, 1960.	K60784	1960-12-11	RE377669	1988-03-04	Walt Disney Company|PWH							
					Uncle Remus.  Dec. 18, 1960.	K60785	1960-12-11	RE377670	1988-03-04	Walt Disney Company|PWH							
					Donald Duck.  Dec. 18, 1960.	K60786	1960-12-11	RE377671	1988-03-04	Walt Disney Company|PWH							
				Nelson Doubleday, Inc., as employer for hire of Zena M. Hunter.	The Story of the Colorado River.	A476640	1960-12-12	RE380882	1988-02-26	Doubleday Book & Music Clubs, Inc.|PWH							
				Dan Golenpaul.	Information please almanac; atlas and yearbook, 1961.	A476658	1960-12-12	RE399455	1988-10-31	Houghton Mifflin Company|PWH							
				Dan Golenpaul.	Information please almanac; atlas and yearbook, 1961.	A476659	1960-12-12	RE399456	1988-10-31	Houghton Mifflin Company|PWH							
				Dan Golenpaul.	Information please almanac; atlas and yearbook, 1961.	A476660	1960-12-12	RE399457	1988-10-31	Houghton Mifflin Company|PWH							
				Dan Golenpaul.	Information please almanac; atlas and yearbook, 1961.	A476661	1960-12-12	RE399458	1988-10-31	Houghton Mifflin Company|PWH							
				Dan Golenpaul.	Information please almanac; atlas and yearbook, 1961.	A476662	1960-12-12	RE399459	1988-10-31	Houghton Mifflin Company|PWH							
				Dan Golenpaul.	Information please almanac; atlas and yearbook, 1961.	A476663	1960-12-12	RE399460	1988-10-31	Houghton Mifflin Company|PWH							
				Dan Golenpaul.	Information please almanac; atlas and yearbook, 1961.	A476664	1960-12-12	RE399461	1988-10-31	Houghton Mifflin Company|PWH							
				Dan Golenpaul.	Information please almanac; atlas and yearbook, 1961.	A476665	1960-12-12	RE399462	1988-10-31	Houghton Mifflin Company|PWH							
					Prelude to empire: Portugal overseas before Henry the Navigator.  Text: Bailey W. Diffie.	A476696	1960-12-12	RE372560	1988-01-12	G. Diffie|C							
				Mary Baker Eddy, German translation: Trustees under the Will of Mary Baker Eddy (employers for hire)	Miscellaneous writings.	A476869	1960-12-12	RE390055	1988-05-23	Christian Science Board of Directors|PWH							
				Sumner H. Slichter, James J. Healy, and E. Robert Livernash.	The Impact of collective bargaining on management.	A477223	1960-12-12	RE372551	1988-01-19	Brookings Institution|PWH							
					Community organization 1960; papers presented at the 87th annual forum of the National Conference on Social Welfare.	A477331	1960-12-12	RE371415	1988-01-11	National Conference on Social Welfare|PWH							
				Nolie Mumey.	Saga of a ghost town and other poems.	A477873	1960-12-12	RE386790	1988-06-13	Norma L. Mumey|W							
				Henry Bamford Parkes.	A History of Mexico.	A478259	1960-12-12	RE398736	1988-10-26	Alison Mizner|C||Nancy Marr|C							
					The Social welfare forum 1960; official proceedings, 87th annual forum, National Conference on Social Welfare, Atlantic City, New Jersey, June 5-10, 1960.	A478488	1960-12-12	RE371416	1988-01-11	National Conference on Social Welfare|PWH							
				Harvey J. Levin.	Broadcast regulation and joint ownership of media.	A478495	1960-12-12	RE400758	1988-11-14	Harvey J. Levin|A							
				Angelita Von Munchhausen, illustrated by Harry Carter.	The Real Munchhausen; authentic tales of the fabulous Baron of Bodenwerder.	A483115	1960-12-12	RE394600	1988-06-20	Angelita Von Munchhausen|A							
				Lorenz Eitner.	Gericault, an album of drawings in the Art Institute of Chicago.	A485925	1960-12-12	RE398044	1988-10-20	Lorenz Eitner|A							
				Hawthorne Daniel, introd.: J. C. Hullett.	The Hartford of Hartford.	A492816	1960-12-12	RE400361	1988-09-07	Hawthorne Daniel|A							
				Joseph Taubman.	Copyright and antitrust; book.	A494308	1960-12-12	RE406696	1988-12-15	Joseph Taubman|A							
				James Q. Wilson.	Negro politics: the search for leadership.	A497922	1960-12-12	RE380080	1988-03-03	James Q. Wilson|A							
				Walter I. Firey.	Man, mind, and land: a theory of resource use.	A497923	1960-12-12	RE380081	1988-03-03	Walter I. Firey|A							
				Abraham Kuyper & Henry Zylstra.	The Death and resurrection of Christ; messages for Good Friday and Easter.	A505173	1960-12-12	RE401744	1988-12-01	Abraham Kuyper|A							
				Western Printing & Lithographing Company.	Daniel Boone.  No. 1163.	A513250	1960-12-12	RE402515	1988-11-28	Western Publishing Company, Inc.|PWH							
					NEA comic weekly.	A553027	1960-12-12	RE387544	1988-07-11	Newspaper Enterprise Association, Inc.|PCW							
				John Cage.	Speech for 5 radios with news-reader|Speech; for 5 radios with news-reader.	A933868	1960-12-12	RE391931	1988-08-05	John Cage|A							
					A Laboratory manual of analytical methods of protein chemistry (including polypeptides)  Editors: Peter A. Alexander & R. J. Block.	AI6922	1960-12-12	RE392839	1988-05-09	Pergamon Press|PWH							
					Chicago daily tribune.  Vol. 119, no. 297, Dec. 12, 1960.	B873089	1960-12-12	RE376743	1988-02-19	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 53, no. 15, Dec. 12, 1960.	B873100	1960-12-12	RE369170	1988-01-07	Christian Science Publishing Society|PWH							
					The Wall Street journal.  Vol. 156, no. 114, Dec. 12, 1960.	B873111	1960-12-12	RE403583	1988-12-09	Dow Jones & Company, Inc.|PCW							
					The New York times.  Vol. 110, no. 37578, Dec. 12, 1960.	B873218	1960-12-12	RE392130	1988-08-01	New York Times Company|PCW							
					Daily news.  Vol. 42, no. 145, Dec. 12, 1960.	B873247	1960-12-12	RE396809	1988-10-03	New York News, Inc.|PWH							
					Little Orphan Annie.	B873247	1960-12-12	RE411678	1988-12-30	Tribune Media Services, Inc.|PWH							
					The Washington post and times herald.  Vol. 84, no. 7, Dec. 12, 1960.	B873298	1960-12-12	RE403753	1988-12-08	Washington Post Company|PCW							
					Moody's bond survey.  Vol. 52, no. 50.	B873386	1960-12-12	RE402368	1988-11-18	Moody's Investors Service, Inc.|PWH							
					Federal supplement.  Vol. 187, no. 5 & v. 188, no. 1, Dec. 12, 1960.	B873824	1960-12-12	RE407506	1988-12-16	West Publishing Company|PWH							
					Federal reporter, second series.  Vol. 283, no. 1, Dec. 12, 1960.	B873825	1960-12-12	RE407507	1988-12-16	West Publishing Company|PWH							
					Billboard.  Vol. 72, no. 50, Dec. 12, 1960.	B873941	1960-12-12	RE385219	1988-06-03	Billboard Publications, Inc.|PCW							
					Daily variety.  Vol. 110, no. 5, Dec. 12, 1960.	B874185	1960-12-12	RE395814	1988-09-23	Daily Variety, Ltd.|PWH							
					Chemical abstracts.  Vol. 54, no. 22, Nov. 25, 1960.	B874241	1960-12-12	RE397321	1988-10-03	American Chemical Society|PCW							
					The Christian century.  Vol. 77, no. 50, Dec. 14, 1960.	B874622	1960-12-12	RE411429	1988-12-23	Christian Century Foundation|PWH							
					The Physics of fluids.  Vol. 3, no. 6, Nov.-Dec. 1960.	B874762	1960-12-12	RE388982	1988-07-07	American Institute of Physics|PCW							
					American heritage.  Vol. 12, no. 1, Dec. 1960.	B875362	1960-12-12	RE381885	1988-04-15	Forbes, Inc.|PCW							
				Fred Engelman.	The Peace of Christmas Eve.	B875362	1960-12-12	RE406413	1988-12-05	Fred Engelman|A							
				Duncan Emrich.	A Certain Nicholas of Patara.	B875362	1960-12-12	RE417676	1988-12-27	Jennifer Emrich Cohn Hurt|E							
					The Journal of geology.  Vol. 68, no. 6.	B879914	1960-12-12	RE392005	1988-08-08	University of Chicago|PCW							
				J. J. Marric, pseud. of John Creasey.	Gideon's fire.	BB16593	1960-12-12	RE388392	1988-07-20	Diana Creasey|W||Colin J. Creasey|C||Martin J. Creasey|C||Richard J. Creasey|C							
					Bugs Bunny.	BB17221	1960-12-12	RE379220	1988-03-07	Warner Brothers, Inc.|PWH							
				D. Mazia, P. Weiss & F. D. Schmitt.	Experimental cell research.  Vol. 21, no. 2, Nov. 1960.	BI217	1960-12-12	RE385335	1988-06-08	Academic Press, Inc.|PCW							
					Sunday brunch.  From the off-Broadway production, Greenwich Village, U. S. A.  w Herbert P. Corey & Frank T. Gehrecke, m Jeanne P. Bargy.	C13393	1960-12-12	RE384030	1988-04-28	Herbert P. Corey|A||Frank T. Gehrecke|A||Jeanne P. Bargy|A							
				Robert Bolt.	A Man for all seasons; a play in two acts.	DF1564	1960-12-12	RE393091	1988-08-22	Robert Bolt|A							
				Robert Bolt.	A Man for all seasons; a play in two acts.	DF1564	1960-12-12	RE400366	1988-11-09	Robert Bolt|A							
					Special certificate.	K60910	1960-12-12	RE403244	1988-11-07	Goes Lithographing Company|PWH							
				Walt Disney Productions.	Donald Duck.  Dec. 19-24, 1960.	K60967	1960-12-12	RE375813	1988-02-03	Walt Disney Company|PWH							
				Walt Disney Productions.	Mickey Mouse.  Dec. 19-Dec. 24, 1960.	K60968	1960-12-12	RE375833	1988-02-03	Walt Disney Company|PWH							
				Benjamin Samberg, a.k.a. Benny Bell.	Kosher comedy; record jacket.	KK156123	1960-12-12	RE409231	1988-12-19	Benjamin Samberg|A							
				Albert B. Feldstein.	The Third annual edition of More trash from Mad.	A476484	1960-12-13	RE380641	1988-03-29	E. C. Publications, Inc.|PCW							
				Brodie Crouch.	Make it as sure as you can; bk.	A476801	1960-12-13	RE405669	1988-12-12	Brodie Crouch|A							
					South Western reporter, second series.  Vol. 337.	A478512	1960-12-13	RE408300	1988-12-16	West Publishing Company|PWH							
					California jurisprudence; general index.  Vol. 3: judicial council to rates.	A479469	1960-12-13	RE395410	1988-09-01	Bancroft-Whitney Company|PWH							
					California jurisprudence; general index.  Vol. 4: ratification to zoological gardens.	A479470	1960-12-13	RE395411	1988-09-01	Bancroft-Whitney Company|PWH							
				C. L. Staats, editorial revisions and new fingering chart: Austin J. McDowell.	The New imperial method for clarinet.	A479593	1960-12-13	RE385560	1988-05-23	John Church Company|PWH							
				Hulon Willis, Lowell Dabbs.	Instructor's key to Modern English practice, form B.	A480546	1960-12-13	RE395323	1988-09-12	Susan Yale|C||Stephen Willis|C||Lowell Dabbs|A							
				Nathaniel Hawthorne, introd.: David Levin.	The Scarlet letter.	A481108	1960-12-13	RE398573	1988-10-24	David Levin|A							
					Newsweek.  Vol. 56, no. 26, Dec. 19, 1960.	B872933	1960-12-13	RE395560	1988-09-20	Newsweek, Inc.|PWH							
					Arthritis and rheumatism.  Vol. 3, no. 6, Dec. 1960.	B872984	1960-12-13	RE381796	1988-04-25	Grune & Stratton, Inc.|PCW							
					Chicago daily tribune.  Vol. 119, no. 298, Dec. 13, 1960.	B873092	1960-12-13	RE376746	1988-02-19	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 53, no. 16, Dec. 13, 1960.	B873099	1960-12-13	RE369169	1988-01-07	Christian Science Publishing Society|PWH							
					The Wall Street journal.  Vol. 156, no. 115, Dec. 13, 1960.	B873109	1960-12-13	RE403581	1988-12-09	Dow Jones & Company, Inc.|PCW							
					The New York times.  Vol. 110, no. 37579, Dec. 13, 1960.	B873223	1960-12-13	RE392149	1988-08-01	New York Times Company|PCW							
					Daily news.  Vol. 42, no. 146, Dec. 13, 1960.	B873249	1960-12-13	RE396811	1988-10-03	New York News, Inc.|PWH							
					Little Orphan Annie.	B873249	1960-12-13	RE411680	1988-12-30	Tribune Media Services, Inc.|PWH							
					The Washington post and times herald.  Vol. 84, no. 8, Dec. 13, 1960.	B873300	1960-12-13	RE403755	1988-12-08	Washington Post Company|PCW							
					Holiday.  Vol. 29, no. 1, Jan. 1961.	B873371	1960-12-13	RE386880	1988-06-27	Travel Publications, Inc.|PWH							
				David Dodge.	Keys to Europe 1961.	B873371	1960-12-13	RE393625	1988-09-06	Kendal Dodge Butler|C							
				Lawrence Durrell.	Geneva.	B873371	1960-12-13	RE398392	1988-10-24	Lawrence Durrell|A							
					The Saturday evening post.  Vol. 233, no. 25, Dec. 17, 1960.	B873372	1960-12-13	RE401051	1988-11-07	Curtis Publishing Company|PCW							
					Tales of the unexpected.  No. 58, Feb. 1961.	B873388	1960-12-13	RE398133	1988-10-17	Comics, Inc.|PWH							
					G.I. combat.  No. 86, Feb.-Mar. 1960.	B873389	1960-12-13	RE392453	1988-08-19	Comics, Inc.|PWH							
					Challengers of the unknown.  No. 18, Feb.-Mar. 1961.	B873390	1960-12-13	RE388052	1988-07-18	Comics, Inc.|PWH							
					South Western reporter, second series.  Vol. 339, no. 5, Dec. 13, 1960.	B873805	1960-12-13	RE407487	1988-12-16	West Publishing Company|PWH							
					South Eastern reporter, second series.  Vol. 116, no. 11, Dec. 15, 1960.	B873819	1960-12-13	RE407501	1988-12-16	West Publishing Company|PWH							
					North Western reporter, second series.  Vol. 105, no. 9, Dec. 14, 1960.	B873821	1960-12-13	RE407503	1988-12-16	West Publishing Company|PWH							
					Daily variety.  Vol. 110, no. 6, Dec. 13, 1960.	B874188	1960-12-13	RE395817	1988-09-23	Daily Variety, Ltd.|PWH							
					TV guide.  Vol. 8, no. 51, Dec. 17, 1960.	B874285	1960-12-13	RE397789	1988-10-07	Triangle Publications, Inc.|PCW							
					The Magazine of fantasy and science fiction.  Vol. 20, no. 2, Feb. 1961.	B875426	1960-12-13	RE408348	1988-12-19	Mercury Press, Inc.|PCW							
					The American Legion magazine.  Vol. 70, no. 1, Jan. 1961.	B875458	1960-12-13	RE405667	1988-12-12	American Legion|PCW							
					Esquire.  Vol. 55, no. 1, Jan. 1961.	B875540	1960-12-13	RE404091	1988-12-12	Esquire Associates|PCW							
					The New republic.  Vol. 143, no. 26, Dec. 19, 1960.	B875659	1960-12-13	RE380027	1988-03-21	New Republic, Inc.|PCW							
					Time; the weekly newsmagazine (incorporating Literary digest)  Vol. 76, no. 25.	B876514	1960-12-13	RE367811	1988-01-27	Time, Inc.|PCW							
					Clinical research.  Vol. 8, no. 4, Dec. 1960.	B876986	1960-12-13	RE381797	1988-04-25	Grune & Stratton, Inc.|PCW							
					Christian Science sentinel.  Vol. 62, no. 53, Dec. 31, 1960.	B879024	1960-12-13	RE367879	1988-01-07	Christian Science Publishing Society|PWH							
					New crossword puzzles.  Vol. 17, no. 1.	B883679	1960-12-13	RE370191	1988-04-11	Diamandis Communications, Inc.|PCW							
					Best crossword puzzles.  No. 76, Mar. 1961.	B883685	1960-12-13	RE370196	1988-04-11	Diamandis Communications, Inc.|PCW							
					New crossword puzzles.  Vol. 16, no. 3.	B883686	1960-12-13	RE370197	1988-04-11	Diamandis Communications, Inc.|PCW							
					Decision magazine.  Vol. 2, no. 1, Jan. 1961.	B884594	1960-12-13	RE386037	1988-06-14	Billy Graham Evangelistic Association|PWH							
					Harvard law review.  Vol. 74, no. 2, Dec. 1960.	B929648	1960-12-13	RE397838	1988-07-12	Harvard Law Review Association|PCW							
				John Mortimer.	The Wrong side of the park; a play in three acts.	DF1404	1960-12-13	RE367264	1988-01-05	John Mortimer|A							
				Margaret Gibbs.	The Whispering grass; a play for children.	DF1406	1960-12-13	RE367265	1988-01-05	Margaret Gibbs|A							
				Edgar Tobin Aerial Surveys, Edgar Tobin, sole owner.	North half and south half, Burleson County, Texas, ownership & lease map with well data.	F29800	1960-12-13	RE374772	1988-01-19	Tobin Surveys, Inc.|PWH							
					101 dalmations.  Jan. 15, 1961.	K107522	1960-12-13	RE377887	1988-03-07	Walt Disney Company|PWH						In notice: 1961	
				Hoyle Glen Lanier.	The Seasons of life and other poems.	TX697674	1960-12-13	RE376336	1988-02-08	Elise S. Lanier|W||George G. Lanier|C||Mark W. Lanier|C							
				Nelson Doubleday, Inc., as employer for hire of Frank Kingdon.	How to write a memo.	A476639	1960-12-14	RE380881	1988-02-26	Doubleday Book & Music Clubs, Inc.|PWH							
				Joel Disher.	Uncommon men.	A476746	1960-12-14	RE376930	1988-02-16	R. C. Inc|PWH							
					John Wilhelm's Guide to the Caribbean islands.	A478364	1960-12-14	RE385707	1988-06-17	John Wilhelm|A							
					NY jurisprudence.  Dedication to domestic relations.  Sections 1-446.	A478492	1960-12-14	RE401271	1988-11-21	Lawyers Co-operative Publishing Company|PWH							
				James M. Henderson.	Republic of the Philippines digest.  Laches to parties.	A478493	1960-12-14	RE401272	1988-11-21	Lawyers Co-operative Publishing Company|PWH							
				James M. Henderson.	Republic of the Philippines digest.  Partition to statutes.	A478494	1960-12-14	RE401273	1988-11-21	Lawyers Co-operative Publishing Company|PWH							
					North Western reporter, second series.  Vol. 104.	A478507	1960-12-14	RE408295	1988-12-16	West Publishing Company|PWH							
					Advance California appellate reports.  Vol. 21, no. 50.	A478515	1960-12-14	RE395407	1988-09-01	Bancroft-Whitney Company|PWH							
				J. Christiaan Beker.	The Church faces the world.	A481428	1960-12-14	RE380821	1988-03-18	Westminster Press|PWH							
				Arthur A. Ageton, William P. Mack.	The Naval officer's guide.	A483848	1960-12-14	RE393282	1988-08-25	Mrs. Arthur A. Ageton|W||William P. Mack|A							
				Lucy Kramer Cohen.	The Legal conscience; selected papers of Felix S. Cohen.	A484743	1960-12-14	RE368879	1988-02-01	Lucy Kramer Cohen|A							
				William Buchanan, pseud. of William Ray Buck.	Christopher Syn.|The Further adventures of Doctor Syn	A487491	1960-12-14	RE370893	1988-01-11	William Buchanan|A						Based upon the book, The Further adventures of Doctor Syn, by Russell Thorndike.	
				William Buchanan, pseud. of William Ray Buck, and Russell Thorndike.	Christopher Syn.|The Further adventures of Doctor Syn	A487491	1960-12-14	RE491929	1988-12-29	William Ray Buck|W						Based on bk. entitled The Further adventures of Doctor Syn by Russell Thorndike.	
					The Life and letters of J. Alden Weir.  Text: Dorothy Weir Young.	A488056	1960-12-14	RE386012	1988-02-01	Caroline Weir Ely|E							
				Daniel Creamer.	Capital in manufacturing and mining; its formation and financing.	A488579	1960-12-14	RE398524	1988-10-18	National Bureau of Economic Research, Inc.|PWH							
				Golden Press, Inc., employees for hire: Esther Wilkin, Eloise Wilkin.	Baby looks.  No. 404.	A498319	1960-12-14	RE402512	1988-11-28	Western Publishing Company, Inc.|PWH							
				Golden Press, Inc., employees for hire: Carl Memling, Tibor Gergely.	Rupert the rhinoceros.  No. 419.	A498321	1960-12-14	RE402513	1988-11-28	Western Publishing Company, Inc.|PWH							
					Walt Disney's One hundred and one dalmatians.  No. 2209.  Adaptation: Walt Disney Productions, as employer for hire of Collin Campbell.	A513332	1960-12-14	RE380716	1988-03-30	Walt Disney Company|PWH							
				George Bernard Shaw, edited with an introd. by Peter Tompkins.	To a young actress; the letters of Bernard Shaw to Molly Tompkins.	A676687	1960-12-14	RE410344	1988-12-20	Royal Academy of Dramatic Arts|PPW							
					The Wall Street journal.  Vol. 156, no. 116, Dec. 14, 1960.	B873113	1960-12-14	RE403585	1988-12-09	Dow Jones & Company, Inc.|PCW							
					The New York times.  Vol. 110, no. 37580, Dec. 14, 1960.	B873221	1960-12-14	RE392133	1988-08-01	New York Times Company|PCW							
					Model railroader.  Vol. 28, no. 1, Jan. 1961.	B873322	1960-12-14	RE375977	1988-02-05	Kalmbach Publishing Company|PCW							
					Pacific reporter, second series.  Vol. 356, no. 5, Dec. 16, 1960.	B873820	1960-12-14	RE407502	1988-12-16	West Publishing Company|PWH							
					North Eastern reporter, second series.  Vol. 170, no. 2, Dec. 14, 1960.	B873822	1960-12-14	RE407504	1988-12-16	West Publishing Company|PWH							
					American Medical Association journal.  Vol. 174, no. 16, Dec. 17, 1960.	B873915	1960-12-14	RE390806	1988-07-28	American Medical Association|PWH							
					Chicago daily tribune.  Vol. 119, no. 299, Dec. 14, 1960.	B873958	1960-12-14	RE376759	1988-02-19	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 53, no. 17, Dec. 14, 1960.	B873965	1960-12-14	RE369180	1988-01-07	Christian Science Publishing Society|PWH							
					The Washington post and times herald.  Vol. 84, no. 9, Dec. 14, 1960.	B874118	1960-12-14	RE403763	1988-12-08	Washington Post Company|PCW							
					Daily news.  Vol. 42, no. 147, Dec. 14, 1960.	B874152	1960-12-14	RE396817	1988-10-03	New York News, Inc.|PWH							
					Little Orphan Annie.	B874152	1960-12-14	RE411686	1988-12-30	Tribune Media Services, Inc.|PWH							
					Daily variety.  Vol. 110, no. 7, Dec. 14, 1960.	B874186	1960-12-14	RE395815	1988-09-23	Daily Variety, Ltd.|PWH							
					Life magazine.  Vol. 49, no. 25, Dec. 19, 1960.	B874678	1960-12-14	RE421849	1988-12-23	Time, Inc.|PCW							
					Theological studies.  Vol. 21, no. 4, Dec. 1960.	B875331	1960-12-14	RE396403	1988-09-29	Theological Studies, Inc.|PCW							
				Barbara Deming.	The Nation, Dec. 17, 1960|The Peacemakers.	B875522	1960-12-14	RE393266	1988-08-25	Judith A. McDaniel|E							
					The Nation.  Vol. 191, no. 21, Dec. 17, 1960.	B875522	1960-12-14	RE412656	1988-11-21	Nation Company, Inc.|PCW							
					Science teacher's World teacher's edition of Science world, ed. 1.  Vol. 1, no. 7, Dec. 14, 1960.	B875763	1960-12-14	RE387644	1988-07-06	Scholastic, Inc.|PCW							
					Science teacher's World teacher's edition of Science world, ed. 2.  Vol. 8, no. 7, Dec. 14, 1960.	B875764	1960-12-14	RE387645	1988-07-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of News pilot.  Vol. 1, no. 12, Dec. 14, 1960.	B875766	1960-12-14	RE387647	1988-07-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of News ranger.  Vol. 1, no. 12, Dec. 14, 1960.	B875767	1960-12-14	RE387648	1988-07-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of News trails.  Vol. 1, no. 12, Dec. 14, 1960.	B875769	1960-12-14	RE387650	1988-07-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of News explorer.  Vol. 7, no. 12, Dec. 14, 1960.	B875771	1960-12-14	RE387652	1988-07-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of Newstime.  Vol. 17, no. 13, Dec. 14, 1960.	B875774	1960-12-14	RE387655	1988-07-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of Practical English.  Vol. 29, no. 13, Dec. 14, 1960.	B875776	1960-12-14	RE387657	1988-07-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of World week.  Vol. 37, no. 13, Dec. 14, 1960.	B875778	1960-12-14	RE387659	1988-07-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of Junior scholastic.  Vol. 47, no. 13, Dec. 14, 1960.	B875780	1960-12-14	RE387661	1988-07-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of Senior scholastic.  Vol. 77, no. 13, Dec. 14, 1960.	B875782	1960-12-14	RE387663	1988-07-06	Scholastic, Inc.|PCW							
					Experimental neurology.  Vol. 2, no. 6, Dec. 1960.	B876492	1960-12-14	RE385374	1988-06-08	Academic Press, Inc.|PCW							
					Bulletin of the American Mathematical Society.  Vol. 66, no. 6, Nov. 1960.	B876598	1960-12-14	RE375093	1988-01-11	American Mathematical Society|PCW							
					The Christian Science journal.  Vol. 79, no. 1, Jan. 1961.	B876873	1960-12-14	RE368300	1988-01-07	Christian Science Publishing Society|PWH							
					Bulletin of the atomic scientists.  Vol. 16, no. 10.	B879920	1960-12-14	RE396960	1988-10-06	Educational Foundation for Nuclear Science, Inc.|PCW							
				C. S. Hammond & Company.	Map of the greater Pottstown area, Pennsylvania, including portions of Berks, Chester, and Montgomery counties.	F29409	1960-12-14	RE401623	1988-11-23	Hammond, Inc.|PWH							
				C. S. Hammond & Company.	Raised relief map of the Holy Land.	F30571	1960-12-14	RE401629	1988-11-23	Hammond, Inc.|PWH							
					This is a hospitable time of year; Christmas card.  Ill. by Ronnie Solbert.	K66166	1960-12-14	RE378390	1988-02-26	Ronnie Solbert|A							
				Roy Sparkia.	Doctors and lovers.	A476508	1960-12-15	RE374962	1988-01-22	Roy Sparkia|A							
