volume	part	number	page	author	title	book	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
28	1A	1	1		Superman. (In Action comics, Apr. 1945)		B665115	1945-02-13	R544094	1973-01-10	National Periodical Publications, Inc.|PWH						R544094. Superman. (In Action comics, Apr. 1945) © 13Feb45; B665115. National Periodical Publications, Inc. (PWH); 10Jan73; R544094.
28	1A	1	1		Superman. (In Action comics, May 1945)		B669019	1945-03-13	R544102	1973-01-10	National Periodical Publications, Inc.|PWH						R544102. Superman. (In Action comics, May 1945) © 13Mar45; B669019. National Periodical Publications, Inc. (PWH); 10Jan73; R544102.
28	1A	1	1		Superman. (In Action comics, June 1945)		B675791	1945-04-16	R544111	1973-01-10	National Periodical Publications, Inc.|PWH						R544111. Superman. (In Action comics, June 1945) © 16Apr45; B675791. National Periodical Publications, Inc. (PWH); 10Jan73; R544111.
28	1A	1	1		Superman. (In Action comics, July 1945)		B677906	1945-05-14	R544125	1973-01-10	National Periodical Publications, Inc.|PWH						R544125. Superman. (In Action comics, July 1945) © 14May45; B677906. National Periodical Publications, Inc. (PWH); 10Jan73; R544125.
28	1A	1	1		Superman. (In Action comics, Aug. 1945)		B681096	1945-06-12	R544137	1973-01-10	National Periodical Publications, Inc.|PWH						R544137. Superman. (In Action comics, Aug. 1945) © 12Jun45; B681096. National Periodical Publications, Inc. (PWH); 10Jan73; R544137.
28	1A	1	1	Victoria Case.	A Woman's place. (In Saturday evening post, Aug. 24, 1946)		B34888	1946-08-21	R561876	1973-10-29	Victoria Case|A						R561876. A Woman's place. By Victoria Case. (In Saturday evening post, Aug. 24, 1946) © 21Aug46; B34888. Victoria Case (A); 29Oct73; R561876. (See also A Woman's place; 24Jun74; R579911)
28	1A	1	1	Victoria Case.	Applesauce needs sugar. (In Saturday evening post, Oct. 26, 1946)		B43730	1946-10-23	R561878	1973-10-29	Victoria Case|A						R561878. Applesauce needs sugar. By Victoria Case. (In Saturday evening post, Oct. 26, 1946) © 23Oct46; B43730. Victoria Case (A); 29Oct73; R561878. (See also Applesauce needs sugar; 24Jun74; R579912)
28	1A	1	1	Jan Struther, pseud. of Joyce Maxtone Graham.	A Pocketful of pebbles.		A4458	1946-06-06	R563555	1973-11-08	Adolf Kurt Placzek|E						R563555. A Pocketful of pebbles. By Jan Struther, pseud. of Joyce Maxtone Graham. © 6Jun46; A4458. Adolf Kurt Placzek (E); 8Nov73; R563555. (See also A Pocketful of pebbles; 24May74; R577988)
28	1A	1	1	Stephen Vincent Benet.	This bright dream. (In The Last circle)		A8670	1946-11-18	R566183	1973-12-20	Thomas C. Benet, Rachel Benet Lewis & Stephenie Benet Mahin|PPW						R566183. This bright dream. By Stephen Vincent Benet. (In The Last circle) © 18Nov46; A8670. Thomas C. Benet, Rachel Benet Lewis & Stephenie Benet Mahin (PPW); 20Dec73; R566183.
28	1A	1	2	Ruth Seder Cooke.	Vogue patterns; catalog, February 1947.		A9471	1946-12-24	R566219	1974-01-04	The Conde Nast Publications, Inc.|PWH						R566219. Vogue patterns; catalog, February 1947. By Ruth Seder Cooke. © 24Dec46; A9471. The Conde Nast Publications, Inc. (PWH); 4Jan74; R566219.
