volume	part	number	page	author	title	book	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
26	1A	1	1		A.L.R. CUMULATIVE INDEX-DIGEST. Vol.5, covering v.126-150.		A183343	1944-10-05	R525069	1972-03-16	Lawyers Co-operative Pub. Co. & Bancroft-Whitney Co.|PWH						A.L.R. CUMULATIVE INDEX-DIGEST. Vol.5, covering v.126-150. © 5Oct44; A183343. Lawyers Co-operative Pub. Co. & Bancroft-Whitney Co. (PWH); 16Mar72; R525069.
26	1A	1	1		A.L.R. CUMULATIVE INDEX-DIGEST. Vol.151-153.		AA474409	1944-12-29	R525082	1972-03-16	Lawyers Co-operative. Pub. Co. & Bancroft-Whitney Co.|PWH						A.L.R. CUMULATIVE INDEX-DIGEST. Vol.151-153. © 29Dec44; AA474409. Lawyers Co-operative. Pub. Co. & Bancroft-Whitney Co. (PWH); 16Mar72; R525082.
26	1A	1	1		A.L.R. CUMULATIVE INDEX TO ANNOTATIONS AND DIGEST FOR CASES. Vol.151-153.		AA474409	1944-12-29	R525082	1972-03-16	Lawyers Co-operative Pub. Co. & Bancroft-Whitney Co.|PWH						A.L.R. CUMULATIVE INDEX TO ANNOTATIONS AND DIGEST FOR CASES. Vol.151-153. © 29Dec44; AA474409. Lawyers Co-operative Pub. Co. & Bancroft-Whitney Co. (PWH); 16Mar72; R525082.
26	1A	1	1	ABBETT, ROBERT W.	Engineering contracts and specifications.		A185390	1945-01-08	R523485	1972-01-17	Robert W. Abbett|A						ABBETT, ROBERT W. Engineering contracts and specifications. © 8Jan45; A185390. Robert W. Abbett (A); 17Jan72; R523485.
26	1A	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Cumulative pamphlet. Dec44.		AA473529	1944-12-26	R521675	1972-01-20	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Cumulative pamphlet. © West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH) Dec44. © 26Dec44; AA473529. 20Jan72; R521675.
26	1A	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Vol.1, 40-42. 1944 cumulative annual pocket part.		AA478057	1944-10-30	R521678	1972-01-20	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Vol.1, 40-42. 1944 cumulative annual pocket part. © 30Oct44; AA478057. West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH); 20Jan72; R521678.
26	1A	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION, 1944. Vol.1-8. Cumulative supplement, 1929-1944.		A184307	1944-10-30	R521692	1972-01-20	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION, 1944. Vol.1-8. Cumulative supplement, 1929-1944. © 30Oct44; A184307. West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH); 20Jan72; R521692.
26	1A	1	2	ABDU'L-BAHA.	Will and testament of 'Abdu'l-Baha. Shoghi Rabbani, translator.		AA475143	1944-12-15	R526995	1972-04-21	National Spiritual Assembly of the Baha'is of the United States of America|PWH						ABDU'L-BAHA. Will and testament of 'Abdu'l-Baha. Shoghi Rabbani, translator. © 15Dec44; AA475143. National Spiritual Assembly of the Baha'is of the United States of America (PWH); 21Apr72; R526995.
26	1A	1	2	ACADEMY OF POLITICAL SCIENCE, NEW YORK.	Shaping the economic future. Edited by John A. Krout. (Proceedings of the Academy of Political Science, v.21, no. 2, Jan. 1945)		AA472749	1944-12-29	R522941	1972-02-10	Academy of Political Science|PWH						ACADEMY OF POLITICAL SCIENCE, NEW YORK. Shaping the economic future. Edited by John A. Krout. (Proceedings of the Academy of Political Science, v.21, no. 2, Jan. 1945) © 29Dec44; AA472749. Academy of Political Science (PWH); 10Feb72; R522941.
26	1A	1	2		ACQUIRING SPANISH; a text for beginners, by Arturo L. Campa (Arthur L. Campa), Vera Rogers Maxwell, Pedro A. Cebollero & Frances Hagood.		A181368	1944-06-20	R524736	1972-03-07	Arthur L. Campa, Vera Rogers Maxwell & Pedro A. Cebollero|A						ACQUIRING SPANISH; a text for beginners, by Arturo L. Campa (Arthur L. Campa), Vera Rogers Maxwell, Pedro A. Cebollero & Frances Hagood. © 20Jun44; A181368. Arthur L. Campa, Vera Rogers Maxwell & Pedro A. Cebollero (A); 7Mar72; R524736.
