volume	part	number	page	author	title	book	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
5	1A	1	1		ABBOTT, AUSTIN. Digest of all the New York reports, 1922.		A704623	1923-05-18	R77831	1951-04-25	The Lawyers Co-operative Pub. Co.|PCW						ABBOTT, AUSTIN. Digest of all the New York reports, 1922. © 18May23, A704623. R77831, 25Apr51, The Lawyers Co-operative Pub. Co. (PCW)
5	1A	1	1		ABDULLAH, ACHMED. The remittance-woman. (Mystery and detective series, no. 42)		A778665	1924-03-03	R75589	1951-03-07	Mrs. Neill McLaurin Coney|W						ABDULLAH, ACHMED. The remittance-woman. (Mystery and detective series, no. 42) © 3Mar24, A778665. R75589, 7Mar51, Mrs. Neill McLaurin Coney (W)
5	1A	1	1		ACKERMAN, PHYLLIS. Wallpaper, its history, design, and use.		A696259	1923-02-03	R73793	1951-02-01	Phyllis Ackerman|A						ACKERMAN, PHYLLIS. Wallpaper, its history, design, and use. © 3Feb23, A696259. R73793, 1Feb51, Phyllis Ackerman (A)
5	1A	1	1		ADAMS, BILL. Fenceless meadows.		A759200	1923-09-27	R78761	1951-05-18	Bill Adams|A						ADAMS, BILL. Fenceless meadows. © 27Sep23, A759200. R78761, 18May51, Bill Adams (A)
5	1A	1	1		AESCHYLUS. The Choëphoroe (Libation-bearers) Translated into English rhyming verse by Gilbert Murray.		A711256	1923-07-09	R78515	1951-05-11	Gilbert Murray|A						AESCHYLUS. The Choëphoroe (Libation-bearers) Translated into English rhyming verse by Gilbert Murray. © 9Jul23, A711256. R78515, 11May51, Gilbert Murray (A)
5	1A	1	1		AGAR, FREDERICK A. The deacon at work.		A752801	1923-07-26	R76380	1951-04-04	Frederick A. Agar|A						AGAR, FREDERICK A. The deacon at work. © 26Jul23, A752801. R76380, 4Apr51, Frederick A. Agar (A)
5	1A	1	1		AKINS, ZOË. Declassee, Daddy's gone a-hunting, and Greatness, a comedy. 3 plays in 3 acts each.		A760331	1923-09-28	R73812	1951-02-02	Zoë Akins Rumbold|A						AKINS, ZOË. Declassee, Daddy's gone a-hunting, and Greatness, a comedy. 3 plays in 3 acts each. © 28Sep23, A760331. R73812, 2Feb51, Zoë Akins Rumbold (A)
5	1A	1	1		ALABAMA. SUPREME COURT. Report of cases argued and determined in the Supreme Court of Alabama during the October term, 1922. By Noble H. Seay, reporter. Vol. 209.		A777069	1923-10-05	R72758	1951-01-08	State of Alabama|PWH						ALABAMA. SUPREME COURT. Report of cases argued and determined in the Supreme Court of Alabama during the October term, 1922. By Noble H. Seay, reporter. Vol. 209. © 5Oct23, A777069. R72758, 8Jan51, State of Alabama (PWH)
5	1A	1	1		ALANIC, MATHILDE. Les vacances de Guignolette.		AF24406	1923-11-02	R78865	1951-05-21	Mathilde Alanic|A						ALANIC, MATHILDE. Les vacances de Guignolette. © 2Nov23, AF24406. R78865, 21May51, Mathilde Alanic (A)
5	1A	1	1		ALÉS, ADHÉMAR D' Dictionnaire apologétique de la foi catholique. 4. éd., t. 4, fasc. 19: Persécutions-probabilisme.		AF23748	1923-10-23	R73423	1951-01-25	Révérend Père de la Croix-Laval|E						ALÉS, ADHÉMAR D' Dictionnaire apologétique de la foi catholique. 4. éd., t. 4, fasc. 19: Persécutions-probabilisme. © 23Oct23, AF23748. R73423, 25Jan51, Révérend Père de la Croix-Laval (E)
5	1A	1	1		ALEXANDER, DE ALVA STANWOOD. Four famous New Yorkers. (The political history of the State of New York, v. 4)		A704827	1923-06-08	R79207	1951-06-01	The Marine Trust Co. of Buffalo|By E. J. Guereio, Trust Officer|||E						ALEXANDER, DE ALVA STANWOOD. Four famous New Yorkers. (The political history of the State of New York, v. 4) © 8Jun23, A704827. R79207, 1Jun51, The Marine Trust Co. of Buffalo (By E. J. Guereio, Trust Officer) (E)
5	1A	1	2		ALEXANDER, ELIZABETH. Roles; with illus. by Charles D. Mitchell.		A778680	1924-04-02	R79424	1951-06-07	Elizabeth Alexander Heermann|A						ALEXANDER, ELIZABETH. Roles; with illus. by Charles D. Mitchell. © 2Apr24, A778680. R79424, 7Jun51, Elizabeth Alexander Heermann (A)
5	1A	1	2		ALLEN, IDA COGSWELL (BAILEY) Mrs. Allen on cooking, menus, service, 2500 recipes. Illus. posed by Ida C. Bailey Allen and Jack Wilbur.		A778570	1924-03-14	R75955	1951-03-15	Ida C. Bailey Allen|A						ALLEN, IDA COGSWELL (BAILEY) Mrs. Allen on cooking, menus, service, 2500 recipes. Illus. posed by Ida C. Bailey Allen and Jack Wilbur. © 14Mar24, A778570. R75955, 15Mar51, Ida C. Bailey Allen (A)
