volume	part	number	page	author	title	book	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
17	1A	1	1	AANRUD, HANS.	Sidsel Longskirt and Solve Suntrap. Translated from the Norwegian by Dagny Mortenson & Margery W. Bianco. Illustrated by Ingri & Edgar Parin d'Aulaire.		A84847	1935-08-01	R310438	1963-02-19	Holt, Rinehart & Winston, Inc.|PWH		translation				AANRUD, HANS. Sidsel Longskirt and Solve Suntrap. Translated from the Norwegian by Dagny Mortenson & Margery W. Bianco. Illustrated by Ingri & Edgar Parin d'Aulaire. © on translation; 1Aug35; A84847. Holt, Rinehart & Winston, Inc. (PWH); 19Feb63; R310438.
17	1A	1	1	ABBOTT & WALKER, INC.	Retail advertising helps. (Style talks series, v.1)		AA200737	1936-03-19	R312811	1963-03-25	Deward & Rich, Inc.|PWH						ABBOTT & WALKER, INC. Retail advertising helps. (Style talks series, v.1) © 19Mar36; AA200737. Deward & Rich, Inc. (PWH); 25Mar63; R312811.
17	1A	1	1	ABBOTT & WALKER, INC.	Retail advertising helps. Where's Minnie series. Vol.1.		AA201953	1936-04-09	R314115	1963-04-22	Deward & Rich, Inc.|PWH						ABBOTT & WALKER, INC. Retail advertising helps. Where's Minnie series. Vol.1. © 9Apr36; AA201953. Deward & Rich, Inc. (PWH); 22Apr63; R314115.
17	1A	1	1	ABBOTT & WALKER, INC.	Retail advertising helps. (Where's Minnie series, v.2)		AA203213	1936-04-14	R317063	1963-06-13	Deward & Rich, Inc.|PWH						ABBOTT & WALKER, INC. Retail advertising helps. (Where's Minnie series, v.2) © 14Apr36; AA203213. Deward & Rich, Inc. (PWH); 13Jun63; R317063.
17	1A	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. March 1936 cumulative quarterly pamphlet.		A94002	1936-03-12	R314634	1963-04-25	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. March 1936 cumulative quarterly pamphlet. © 12Mar36; A94002. West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH); 25Apr63; R314634.
17	1A	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. 1935 cumulative annual pocket parts for volumes 1-40.		A89921	1935-11-04	R307713	1963-01-04	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. 1935 cumulative annual pocket parts for volumes 1-40. © 4Nov35; A89921. West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH); 4Jan63; R307713.
17	1A	1	2	ABDULLAH, ACHMED.	The flower of the gods, by Achmed Abdullah & Anthony Abbott, pseud. of Fulton Oursler.		A90871	1936-02-18	R310809	1963-02-19	April Oursler Armstrong, Charles Fulton Oursler, Jr., Will Oursler, Helen Oursler Balaber|C						ABDULLAH, ACHMED. The flower of the gods, by Achmed Abdullah & Anthony Abbott, pseud. of Fulton Oursler. © 18Feb36; A90871. April Oursler Armstrong, Charles Fulton Oursler, Jr., Will Oursler, Helen Oursler Balaber (C); 19Feb63; R310809.
17	1A	1	2	ACKLEY, B. D.	Today. (In Hymns we love)		A178644	1935-06-08	R297818	1962-06-18	Gertrude Ackley Dye|C						ACKLEY, B. D. Today. (In Hymns we love) © 8Jun35; A178644. Gertrude Ackley Dye (C); 18Jun62; R297818.
17	1A	1	2	ADAMS, EUSTACE L.	Wings of the Navy. Illustrated by J. Clemens Gretter.		A90764	1936-02-13	R312334	1963-03-13	Eustace L. Adams|A						ADAMS, EUSTACE L. Wings of the Navy. Illustrated by J. Clemens Gretter. © 13Feb36; A90764. Eustace L. Adams (A); 13Mar63; R312334.
17	1A	1	2	ADAMS, FRANKLIN P.	The diary of our own Samuel Pepys, by F. P. A. 2 v.		A88193	1935-11-07	R313302	1965-03-28	Anthony Adams, Jonathan A. Adams, Timothy Adams & Persephone Adams|C						ADAMS, FRANKLIN P. The diary of our own Samuel Pepys, by F. P. A. 2 v. © 7Nov35; A88193. Anthony Adams, Jonathan A. Adams, Timothy Adams & Persephone Adams (C); 28Mar65; R313302.
17	1A	1	2	ADAMS, FRANKLIN P.	Percy Hammond. (In New York herald tribune, Apr. 27, 1936)		B298591	1936-04-27	R315793	1963-05-16	Anthony Adams, Jonathan A. Adams. Timothy Adams & Persephone Adams|C						ADAMS, FRANKLIN P. Percy Hammond. (In New York herald tribune, Apr. 27, 1936) © 27Apr36; B298591. Anthony Adams, Jonathan A. Adams. Timothy Adams & Persephone Adams (C); 16May63; R315793.
17	1A	1	3	ADAMS, JAMES TRUSLOW.	The record of America, by James Truslow Adams & Charles Garrett Vannest.		A81839	1935-05-10	R314829	1963-05-01	Kathryn Seely Adams & Maude C. Vannest|W						ADAMS, JAMES TRUSLOW. The record of America, by James Truslow Adams & Charles Garrett Vannest. © 10May35; A81839. Kathryn Seely Adams & Maude C. Vannest (W); 1May63; R314829.
17	1A	1	3	ADAMS, JAMES TRUSLOW.	The record of 1934; yearly chronicle for loose leaf binder. Chap.2. (The March of democracy; a history of the United States, v.5)		AA186406	1935-09-06	R316320	1963-05-31	Kathryn Seely Adams|W						ADAMS, JAMES TRUSLOW. The record of 1934; yearly chronicle for loose leaf binder. Chap.2. (The March of democracy; a history of the United States, v.5) © 6Sep35; AA186406, AA245989. Kathryn Seely Adams (W); 31May63; R316320-316321.
17	1A	1	3	ADAMS, JAMES TRUSLOW.	The record of 1934; yearly chronicle for loose leaf binder. Chap.2. (The March of democracy; a history of the United States, v.5)		AA245989	1935-09-06	R316321	1963-05-31	Kathryn Seely Adams|W						ADAMS, JAMES TRUSLOW. The record of 1934; yearly chronicle for loose leaf binder. Chap.2. (The March of democracy; a history of the United States, v.5) © 6Sep35; AA186406, AA245989. Kathryn Seely Adams (W); 31May63; R316320-316321.
17	1A	1	3	ADAMS, SAMUEL HOPKINS.	Five million dollar mystery. (In Liberty, Nov. 23, 1935)		B280746	1935-11-13	R310433	1963-02-19	Hester H. Adams & Kathrine A. Adell|C						ADAMS, SAMUEL HOPKINS. Five million dollar mystery. (In Liberty, Nov. 23, 1935) © 13Nov35; B280746. Hester H. Adams & Kathrine A. Adell (C); 19Feb63; R310433.
17	1A	1	3	ADAMS, SAMUEL HOPKINS.	Inquest. (In Liberty, Oct. 19, 1935)		B277086	1935-10-09	R310428	1963-02-19	Hester H. Adams & Kathrine A. Adell|C						ADAMS, SAMUEL HOPKINS. Inquest. (In Liberty, Oct. 19, 1935) © 9Oct35; B277086. Hester H. Adams & Kathrine A. Adell (C); 19Feb63; R310428.
17	1A	1	4	ADAMS, SAMUEL HOPKINS.	On the nose. (In Colliers, Dec. 28, 1935)		B284568	1935-12-20	R310434	1963-02-19	Hester H. Adams & Kathrine A. Adell|C						ADAMS, SAMUEL HOPKINS. On the nose. (In Colliers, Dec. 28, 1935) © 20Dec35; B284568. Hester H. Adams & Kathrine A. Adell (C); 19Feb63; R310434.
17	1A	1	4	ADAMS, SAMUEL HOPKINS.	Perfect specimen. (In Hearst's international-cosmopolitan, Dec. 1935)		B279884	1935-11-08	R310432	1963-02-19	Hester H. Adams & Kathrine A. Adell|C						ADAMS, SAMUEL HOPKINS. Perfect specimen. (In Hearst's international-cosmopolitan, Dec. 1935) © 8Nov35; B279884. Hester H. Adams & Kathrine A. Adell (C); 19Feb63; R310432.
17	1A	1	4	ADAMS, SAMUEL HOPKINS.	They have to be rough. (In Hearst's international-cosmopolitan, Nov. 1935)		B276850	1935-10-10	R310427	1963-02-19	Hester H. Adams & Kathrine A. Adell|C						ADAMS, SAMUEL HOPKINS. They have to be rough. (In Hearst's international-cosmopolitan, Nov. 1935) © 10Oct35; B276850. Hester H. Adams & Kathrine A. Adell (C); 19Feb63; R310427.
17	1A	1	4	ADLER, HELEN EVERS.	A little lamb, by Helen Evers & Alf Evers.		A85767	1935-09-03	R313334	1963-04-01	Helen Evers Adler & Alf Evers|A						ADLER, HELEN EVERS. A little lamb, by Helen Evers & Alf Evers. © 3Sep35; A85767. Helen Evers Adler & Alf Evers (A); 1Apr63; R313334.
