volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	note	full_text
					The Christian Science monitor, Boston.  Vol. 54, no. 90, Mar. 13, 1962.	B961402	1962-03-13	RE465134	1990-01-08	Christian Science Publishing Society|PWH						
					Audiovisual notes from Kodak.  Vol. 62, no. 1, 1962.	B966148	1962-03-13	RE500185	1990-12-03	Eastman Kodak Company|PWH						
					Life magazine.  Vol. 52, no. 11, Mar. 16, 1962.	B967465	1962-03-13	RE494002	1990-10-19	Time, Inc. Magazine Company|PCW						
					The Social service review.  Vol. 36, no. 1.	B967949	1962-03-13	RE495739	1990-11-09	University of Chicago|PCW						
				Will Irvick a.k.a. Will Schwaba (William Don Schwaba)	Music as comedy and tragedy; showcase.	C14752	1962-03-13	RE478156	1990-01-17	Wm. Don Schwaba|A						
				Joyce Dennys.	Please, Miss Drake; a play for women in one act.	DF1604	1962-03-13	RE471369	1990-01-04	Joyce Dennys|A						
					Webster's illustrated crosswords.  Vol. 2, no. 5, May 1962.	TX2932582	1962-03-13	RE496584	1990-11-02	Webster's Red Seal Publications, Inc.|PCW						
				Benjamin Boyce.	The Character sketches in Pope's poems.	A552246	1962-03-14	RE495770	1990-10-15	Benjamin Boyce|A						
				Joel S. Goldsmith.	Our spiritual resources.	A552264	1962-03-14	RE493110	1990-10-12	Emma Goldsmith|W						
				J. C. Furnas.	The Devils rainbow.	A552352	1962-03-14	RE502711	1990-12-18	J. C. Furnas|A						
				Joel S. Goldsmith.	The World is new.	A552354	1962-03-14	RE493112	1990-10-12	Emma Goldsmith|W						
				Jean Lee Latham.	Man of the Monitor.	A552355	1962-03-14	RE493158	1990-10-16	Jean Lee Latham|A						
				Arnold Lobel.	A Zoo for Mr. Muster.	A552437	1962-03-14	RE469279	1990-05-14	Adam S. Lobel|C						
				Michael C. Thaler.	The Clown's smile.	A552544	1962-03-14	RE469544	1990-01-16	Michael C. Thaler|A						
				J. L. Threlkeld.	Thermal environmental engineering.	A552555	1962-03-14	RE490293	1990-09-06	Evelyn M. Threlkeld|W||Kathryn L. Dakis|C||Alice A. Welch|C						
				Tomi Ungerer (Jean Thomas Ungerer)	Snail, where are you?	A552585	1962-03-14	RE479522	1990-05-21							
				Jean Bodin, edited with an introd. by Kenneth Douglas McRae.	The Six bookes of a commonweale; a facsim. repr. of the English translation of 1606 corrected and supplemented in the light of new comparison with the French and Latin texts.	A552590	1962-03-14	RE479807	1990-07-03	Kenneth Douglas McRae|A						
				Jack W. Peltason & James M. Burns.	Functions and policies of American government.	A552706	1962-03-14	RE490313	1990-09-06	J. W. Peltason|A||James M. Burns|A						
				Harriet Evatt, ill.: David Stone.	The Mystery of the lonesome manor.	A552714	1962-03-14	RE498818	1990-11-20	Harriet Evatt|A						
				Mary Elizabeth Baker, illustrator: Mary Elizabeth Krush.	Tammy climbs Pyramid Mountain.	A552717	1962-03-14	RE487749	1990-08-16	Mary Elizabeth Baker|A||Mary Elizabeth Krush|A						
				Howard Phillips Lovecraft & August William Derleth.	Dreams and fancies.	A552944	1962-03-14	RE492443	1990-09-28	April Derleth Jacobs|C||Walden William Derleth|C						
				Daniel M. Holland.	Dividends under the income tax.	A552995	1962-03-14	RE494772	1990-10-25	National Bureau of Economic Research|PWH						
					The New York times index.  Vol. 50, no. 3, Feb. 1-15, 1962.  Joseph C. Gephart, editor.	A553671	1962-03-14	RE467893	1990-03-07	New York Times Company|PWH						
				I. Richard Savage.	Bibliography of nonparametric statistics.	A553789	1962-03-14	RE486702	1990-08-03	I. Richard Savage|A						
				George R. Healy.	Course of civilization, volume 2|Test items to accompany volume 2 of The Course of civilization.	A554505	1962-03-14	RE511727	1990-12-28	George R. Healy|A						
				Robert C. Gunning.	Lectures on modular forms.	A555392	1962-03-14	RE479501	1990-05-23	Robert C. Gunning|A						
					Advance California appellate reports.  Vol. 23, no. 11.	A555925	1962-03-14	RE484673	1990-07-05	Bancroft-Whitney Company|PWH						
				Marcel Florkin & Howard S. Mason.	Comparative biochemistry; a comprehensive treatise.  Vol. 3: constituents of life, pt. A.	A556004	1962-03-14	RE511453	1990-12-28	Academic Press, Inc.|PCW						
				Natalie Savage Carlson.	A Pet for the Orphelines.	A556484	1962-03-14	RE494478	1990-10-16	Natalie Savage Carlson|A						
					A Pet for the Orphelines.  Ill.: Fermin Rocker.	A556485	1962-03-14	RE494481	1990-10-16	Fermin Rocker|A						
				Maisie Ward (Mrs. Frank J. Sheed)	Caryll Houselander, that divine eccentric.	A556542	1962-03-14	RE496481	1990-11-07	Sheed & Ward|PWH						
					A Time for service.	A559927	1962-03-14	RE505248	1990-12-20	Cadillac Motor Car Division General Motors Corporation|PWH						
				Kathrene Pinkerton.	Steer north!	A560095	1962-03-14	RE511738	1990-12-28	Bobs Pinkerton|C						
				James Baar, William E. Howard.	Spacecraft and missiles of the world, 1962.	A560268	1962-03-14	RE511743	1990-12-28	James Baar|A						
				William L. Carter, Carl W. Hansen, Margaret G. McKim.	Learning to teach in the secondary school.	A560898	1962-03-14	RE505670	1990-11-30	Macmillan, Inc.|PPW						
				Kenneth E. Eble.	The Profane comedy; American higher education in the sixties.	A565180	1962-03-14	RE482394	1990-07-20	Peggy L. Eble|W						
					Colossus of Rhodes; novelization in five parts of the motion picture, British version.|Film fun, London, Mar. 3-31, 1962.	A568641	1962-03-14	RE492531	1990-10-01						First pub. in Film fun, London, Mar. 3-31, 1962.	
					Quick Cadillac service.	A572997	1962-03-14	RE505257	1990-12-20	Cadillac Motor Car Division General Motors Corporation|PWH						
				Miriam Schlein.	The Pile of junk.	A574429	1962-03-14	RE469586	1990-01-29	Miriam Schlein|A						
					The Evening news & star, Mar. 14, 1962|The Four Horsemen of the Apocalypse.  Pt. 3.	AI7860	1962-03-14	RE492517	1990-10-01							
				Philip Jose Farmer.	The Saint mystery magazine, May 1962|Uproar in Acheron.	B144550	1962-03-14	RE511886	1990-12-19	Philip Jose Farmer|A						
					The Wall Street journal.  Vol. 159, no. 51, Mar. 14, 1962.	B957142	1962-03-14	RE520758	1990-12-31	Dow Jones & Company, Inc.|PCW						
					The Washington post and times herald.  Vol. 85, no. 99, Mar. 14, 1962.	B957340	1962-03-14	RE503004	1990-12-12	Washington Post Company|PCW						
					The Journal of the Acoustical Society of America.  Vol. 34, no. 2, Feb. 1962.	B958231	1962-03-14	RE502181	1990-11-28	American Institute of Physics|PCW						
					Ideals.  Vol. 19, no. 1, Mar. 1962.	B958362	1962-03-14	RE497861	1990-11-20	Marvel Entertainment Group, Inc.|PCW						
					Daily variety.  Vol. 115, no. 7, Mar. 14, 1962.	B958675	1962-03-14	RE480346	1990-04-09	Daily Variety, Ltd.|PWH						
					Chicago daily tribune.  Vol. 121, no. 63, Mar. 14, 1962.	B958689	1962-03-14	RE470226	1990-02-12	Chicago Tribune Company|PCW						
					The New York times.  Vol. 111, no. 38035, Mar. 14, 1962.	B958755	1962-03-14	RE469638	1990-01-25	New York Times Company|PCW						
					Daily news.  Vol. 43, no. 225, Mar. 14, 1962.	B958765	1962-03-14	RE483327	1990-07-03	New York News, Inc.|PWH						
					Little Orphan Annie.	B958765	1962-03-14	RE509842	1990-12-31	Tribune Media Services, Inc.|PWH						
					The American Legion magazine.  Vol. 72, no. 4, Apr. 1962.	B959388	1962-03-14	RE473645	1990-03-13	American Legion|PCW						
					Los Angeles times.  Vol. 81, Mar. 15, 1962.	B960121	1962-03-14	RE467319	1990-03-16	Times-Mirror Company|PCW						
					The Sporting goods dealer.  Vol. 125, no. 6, Mar. 1962.	B960432	1962-03-14	RE504314	1990-12-14	Sporting News Publishing Company|PWH						
					McKinney's Session law news of New York.  Vol. 1962, no. 3, Mar. 10, 1962.	B961065	1962-03-14	RE468149	1990-03-26	West Publishing Company|PWH						
					Pacific reporter, second series.  Vol. 368, no. 5, Mar. 16, 1962.	B961070	1962-03-14	RE468154	1990-03-26	West Publishing Company|PWH						
					The Christian Science monitor, Boston.  Vol. 54, no. 91, Mar. 14, 1962.	B961403	1962-03-14	RE465135	1990-01-08	Christian Science Publishing Society|PWH						
					Botanical gazette.  Vol. 123, no. 3.	B967950	1962-03-14	RE495843	1990-11-09	University of Chicago|PCW						
					A Time for service.	JP7672	1962-03-14	RE505217	1990-12-20	Cadillac Motor Car Division General Motors Corporation|PWH						
				Ace Reid (A. E. Reid, Jr.)	Cowpokes.  Mar. 25-May 27, 1962.	K73270	1962-03-14	RE493918	1990-10-30	Ace Reid|A						
				Ernst Pepping.	Herr, unser Herscher; der 8. Psalm.  Fuer Chor a cappella.	UCC work	1962-03-14	RE502690	1990-12-17	Versorgungsstiftung der Deutschen Komponisten|E						
					Ohio opinions, second series.  Vol. 16.	A552223	1962-03-15	RE489305	1990-09-04	Anderson Publishing Company|PWH						
				Anita Feagles.	The Genie and Joe Maloney.	A552413	1962-03-15	RE503942	1990-12-17	Anita Feagles|A						
				Anita Feagles.	The Tooth fairy.	A552414	1962-03-15	RE493113	1990-10-12	Anita Feagles|A						
				Peggy Parish.	Good hunting, little Indian.	A552416	1962-03-15	RE493159	1990-10-16	Herman S. Parish, Jr.|E						
				Edward Wagenknecht.	Washington Irving.	A552554	1962-03-15	RE482374	1990-07-02	Edward Wagenknecht|A						
					Texas decisions, reported in South Western reporter, second series.  Vols. 349-350.	A552620	1962-03-15	RE474094	1990-03-26	West Publishing Company|PWH						
				Donald Super & John O. Crites.	Appraising vocational fitness.	A552680	1962-03-15	RE494445	1990-10-22	John O. Crites|A						
				Bayard O. Wheeler.	Business; an introductory analysis.	A552681	1962-03-15	RE500278	1990-12-03	Bayard O. Wheeler|A						
				Donald K. Mathews, Robert Kruse & Virginia Shaw.	The Science of physical education for handicapped children.	A552682	1962-03-15	RE493160	1990-10-16	Donald K. Mathews|A						
				Walter L. Slocum.	Agricultural sociology.	A552683	1962-03-15	RE494446	1990-10-22	Walter L. Slocum|A						
				Paul M. Zall.	Elements of technical report writing.	A552684	1962-03-15	RE494447	1990-10-22	Paul M. Zall|A						
				Marian Cliffe Herrick, Vlasta Hanzl-Hendrick & Herman W. Adams.	Essential skills in algebra.	A552715	1962-03-15	RE511725	1990-12-28	Marian Cliffe Herrick|A||Vlasta Hanzl-Hendrick|A||Herman W. Adams|A						
				William Van O'Connor.	A Key to American literature.	A552803	1962-03-15	RE486678	1990-07-16	J. G. Ferguson Publishing Company|PWH						
				E. Madison George.	Which way, young Americans?	A553572	1962-03-15	RE500621	1990-12-03	E. Madison George|A						
				C. S. Hammond & Company.	Exploring outer space.	A553969	1962-03-15	RE495316	1990-11-16	Hammond, Inc.|PWH						
				Leon H. Canfield & Howard B. Wilder.	Key for The Making of modern America.	A554039	1962-03-15	RE494333	1990-10-29	Joanne Wilder Davis|C||Judith Wilder Stein|C||Joyce Wilder Rolf|C||Erna Fritze|W						
				Marlin M. Volz and a staff of Federal Practice experts.	West's Federal practice manual.  1962 pocket parts.  Vol. 1-3.	A554980	1962-03-15	RE474105	1990-03-26	West Publishing Company|PWH						
				Karl Ernst, Rose Marie Grentzer & Summy-Birchard Company.	Birchard music series.  Bk. 2.	A556289	1962-03-15	RE467465	1990-02-13	Karl Ernst|A						
				Karl Ernst, Rose Marie Grentzer & Summy-Birchard Company.	Birchard music series.  Bk. 3.	A556290	1962-03-15	RE467466	1990-02-13	Karl Ernst|A						
				Lowell Turrentine.	Cases and text on wills and administration.	A556291	1962-03-15	RE474118	1990-03-26	West Publishing Company|PWH						
				Dilla MacBean.	Picture book dictionary.	A556548	1962-03-15	RE476666	1990-02-14	Childrens Press|PWH						
				Louise True.	Number men.	A556549	1962-03-15	RE476667	1990-02-14	Childrens Press|PWH						
				Margaret Friskey.	Jolly blue boat.	A556550	1962-03-15	RE476668	1990-02-14	Childrens Press|PWH						
				Illa Podendorf.	Discovering science on your own.	A556551	1962-03-15	RE476657	1990-02-14	Childrens Press|PWH						
				Jerome E. Leavitt.	America and its Indians.	A556552	1962-03-15	RE476658	1990-02-14	Childrens Press|PWH						
					I read signs.  Text & ill.: Tom Funk.	A556702	1962-03-15	RE478534	1990-05-10	Tom Funk|A						
					Hidden trail.  Text: Jim Kjelgaard.	A556703	1962-03-15	RE495431	1990-05-10	Edna Kjelgaard|W						
					Bristle face.  Text: Zachary Ball, pseud. of Kelly R. Masters.	A556704	1962-03-15	RE478535	1990-05-10	Kelly Masters, Jr.|C						
					Whitey and the colt-killer.  Text & ill.: Glen Rounds.	A556705	1962-03-15	RE478536	1990-05-10	Glen Rounds|A						
					We like bugs.  Text & artwork: Gladys Conklin.	A556706	1962-03-15	RE478537	1990-05-10	Irving Conklin|Wr						
					King Features weekly.	A557002	1962-03-15	RE506768	1990-12-18	King Features Syndicate, Inc.|PCW						
					King Features illustrated weekly.	A557007	1962-03-15	RE510890	1990-12-18	King Features Syndicate, Inc.|PCW						
					Ripley's Believe It or Not!  Cartoon feature.  Cartoon drawing and text: Paul Frehm.	A557007	1962-03-15	RE502122	1990-12-11	Ripley Entertainment, Inc.|PWH						
					Autoharp-instrumental easel.	A557748	1962-03-15	RE479801	1990-05-08	Summy-Birchard Company|PWH						
				Karl Ernst, Rose Marie Grentzer & Summy-Birchard Company.	Birchard music series.  Bk. 1.	A557759	1962-03-15	RE467467	1990-02-13	Karl Ernst|A						
				G. Milton Smith.	A Simplified guide to statistics for psychology and education.	A558890	1962-03-15	RE501604	1990-12-06	G. Milton Smith|A						
					Diver Dan.  June-Aug. 1962.	A559586	1962-03-15	RE511275	1990-12-31	National Broadcasting Company, Inc.|PWH						
					Kodak films for cathode-ray tube recording.	A559591	1962-03-15	RE500142	1990-12-03	Eastman Kodak Company|PWH						
					Big big coloring book.  No. 1646.  Drawings: Whitman Publishing Company, employer of Clarence Biers.	A559727	1962-03-15	RE493249	1990-10-10	Western Publishing Company, Inc.|PWH						
				Golden Press, Inc., employer of Peggy Parish & Richard Scarry (ill.)	My little golden book of manners.  No. 460.	A560032	1962-03-15	RE493254	1990-10-10	Western Publishing Company, Inc.|PWH						
				Golden Press, Inc., employer of Margaret Wise Brown & Lilian Obligado (ill.)	The Golden egg book.  No. 456.	A560062	1962-03-15	RE493256	1990-10-10	Western Publishing Company, Inc.|PWH						
				J. Cecil Parker, William H. Stegeman & T. Bentley Edwards.	Curriculum in America.	A560610	1962-03-15	RE494392	1990-10-22	T. Bentley Edwards|A						
					Orange juice for Terry.  Text: Mabel N. McCaw, ill.: Dorothy Teichman.	A560865	1962-03-15	RE501540	1990-12-07	Mabel N. McCaw|A						
				Karl Ernst, Summy-Birchard Company, and others.	Birchard music series.  Bk. 2.	A563046	1962-03-15	RE467469	1990-02-13	Karl Ernst|A						
					The Old pine tree and other Noh plays.  Translated from Japanese by Makoto Ueda.	A564206	1962-03-15	RE466702	1990-01-08	Makoto Ueda|A						
				S. N. Blagoveshchensky, translation: Theodor Strelkoff & Leonilla Strelkoff, editor: Louis Landweber.	Theory of ship motions.	A564834	1962-03-15	RE510301	1990-12-21	Iowa Institute of Hydraulic Research|PWH						
					French.  Level two: (unit 16) A-LM student text materials preliminary version.	A568677	1962-03-15	RE509079	1990-12-27	Harcourt Brace Jovanovich, Inc.|PWH						
					German.  Level two: (unit 16) A-LM student text materials preliminary version.	A568909	1962-03-15	RE509081	1990-12-27	Harcourt Brace Jovanovich, Inc.|PWH						
					Russian.  Level two: (unit 16) A-LM student text materials preliminary version.	A568910	1962-03-15	RE509082	1990-12-27	Harcourt Brace Jovanovich, Inc.|PWH						
					Italian.  Level two: (unit 16) A-LM student text materials preliminary version.	A568912	1962-03-15	RE509083	1990-12-27	Harcourt Brace Jovanovich, Inc.|PWH						
					Spanish.  Level two: (unit 16) A-LM student text materials preliminary version.	A568913	1962-03-15	RE509084	1990-12-27	Harcourt Brace Jovanovich, Inc.|PWH						
				Gordon R. Harmer.	Scott's Pathfinder album.	A573380	1962-03-15	RE491208	1990-10-01	Scott Publishing Company|PWH						
				Louis G. Locke, William M. Gibson & George Arms.	Toward liberal education, fourth edition; suggestions for teachers.	A575710	1962-03-15	RE510209	1990-12-21	Louis G. Locke|A||George Arms|A||Barbara C. Gibson|W						
					The Tragedy of Coriolanus.  Introd., notes, glossary, and ill. selected by Louis B. Wright and Virginia A. LaMar.	A579915	1962-03-15	RE512924	1990-12-19	William G. LaMar|W||Frances B. Wright|W						
					Medieval technology and social change.	A890773|AI7763	1966-07-07|1962-03-15	RE510233	1990-12-20	Lynn T. White III|C||Maude C. White|W						
				Owen Swindale.	Polyphonic composition.	AFO36485	1962-03-15	RE503724	1990-11-01	Owen Swindale|A						
					The Evening news & star, Mar. 15, 1962|The Four Horsemen of the Apocalypse.  Pt. 4.	AI7859	1962-03-15	RE492516	1990-10-01							
					The Plain truth.  Vol. 37, no. 4, Apr. 1962.	B10150	1962-03-15	RE470281	1990-01-17	Worldwide Church of God|PWH						
					The New Yorker.  Vol. 38, no. 4, Mar. 17, 1962.	B957603	1962-03-15	RE479539	1990-06-04	New Yorker Magazine, Inc.|PCW						
				Paul Engle.	Ballet rehearsal.|The New Yorker, Mar. 17, 1962	B957603	1962-03-15	RE511715	1990-11-20	Paul Engle|A						
					Forbes.  Vol. 89, no. 6, Mar. 15, 1962.	B958228	1962-03-15	RE520331	1990-12-27	Forbes, Inc.|PCW						
					The Atlantic monthly.  Vol. 209, no. 4, Apr. 1962.	B958237	1962-03-15	RE470624	1990-02-12	Atlantic Monthly Company|PCW						
				Mark VanDoren.	The Atlantic monthly, Apr. 1962|When oh, when ah.	B958237	1962-03-15	RE488484	1990-09-04	Dorothy VanDoren|W						
				Harry M. Caudill.	The Rape of the Appalachians.	B958237	1962-03-15	RE511887	1990-12-28	Anne F. Caudill|W						
				Wilfred Tunink, OSB.	The Diagram.	B958402	1962-03-15	RE484517	1990-07-30	Wilfred Tunink|A						
				Eugene Carson Blake.	Should church property be taxed?	B958557	1962-03-15	RE496554	1990-11-14	Eugene Carson Blake|A						
					Model railroader.  Vol. 29, no. 4, Apr. 1962.	B958570	1962-03-15	RE463598	1990-01-26	Kalmbach Publishing Company|PCW						
				George G. Simpson.	The Status of the study of organisms.	B958601	1962-03-15	RE511359	1990-12-20	Helen Vishniac|C||Joan Burns|C||Elizabeth Simpson Wurr|C||Anne Simpson|W						
					Daily variety.  Vol. 115, no. 8, Mar. 15, 1962.	B958673	1962-03-15	RE480344	1990-04-09	Daily Variety, Ltd.|PWH						
					Chicago daily tribune.  Vol. 121, no. 64, Mar. 15, 1962.	B958690	1962-03-15	RE470227	1990-02-12	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 159, no. 52, Mar. 15, 1962.	B958693	1962-03-15	RE520767	1990-12-31	Dow Jones & Company, Inc.|PCW						
					The New York times.  Vol. 111, no. 38036, Mar. 15, 1962.	B958754	1962-03-15	RE469637	1990-01-25	New York Times Company|PCW						
					Daily news.  Vol. 43, no. 226, Mar. 15, 1962.	B958766	1962-03-15	RE483328	1990-07-03	New York News, Inc.|PWH						
					Little Orphan Annie.	B958766	1962-03-15	RE509843	1990-12-31	Tribune Media Services, Inc.|PWH						
					The Washington post and times herald.  Vol. 85, no. 100, Mar. 15, 1962.	B958812	1962-03-15	RE503015	1990-12-12	Washington Post Company|PCW						
					New England journal of medicine.  Vol. 266, no. 11, Mar. 15, 1962.	B958814	1962-03-15	RE487805	1990-08-02	Massachusetts Medical Society|PCW						
					Sports illustrated.  Vol. 16, no. 11, Mar. 19, 1962.	B958825	1962-03-15	RE499327	1990-11-30	Time, Inc.|PWH||Magazine Company|PWH						
					Sports illustrated.  Vol. 16, no. 11, Mar. 19, 1962.	B958826	1962-03-15	RE499328	1990-11-30	Time, Inc.|PWH||Magazine Company|PWH						
					Sports illustrated.  Vol. 16, no. 11, Mar. 19, 1962.	B958827	1962-03-15	RE499329	1990-11-30	Time, Inc.|PWH||Magazine Company|PWH						
					The Georgia review.  Spring 1962.	B959026	1962-03-15	RE468011	1990-02-22	University of Georgia|PCW						
					Index, synopsis, key number character and syllabi in New Jersey reports and New Jersey Superior Court reports.  Vol. 36 & 72, no. 11, Mar. 16, 1962.	B959100	1962-03-15	RE468125	1990-03-26	West Publishing Company|PWH						
					Analog science fact/science fiction.  Vol. 69, no. 2, Apr. 1962.	B959163	1962-03-15	RE476619	1990-01-22	Davis Publications, Inc.|PCW						
					Vogue; incorporating Vanity fair.  Vol. 139, no. 6, Mar. 15, 1962.	B959164	1962-03-15	RE504557	1990-12-11							
					Sad Sack and Sarge.  Vol. 1, no. 31, June 1962.	B959457	1962-03-15	RE492454	1990-10-03	Sad Sack, Inc.|PWH						
					Blondie.  Vol. 1, no. 152, June 1962.	B959458	1962-03-15	RE502821	1990-12-18	King Features Syndicate|PCW						
					Sad Sack comics.  Vol. 1, no. 130, June 1962.	B959460	1962-03-15	RE492455	1990-10-03	Sad Sack, Inc.|PWH						
					Chemical engineering progress.  Vol. 58, no. 3, Mar. 1962.	B959529	1962-03-15	RE479917	1990-06-14	American Institute of Chemical Engineers|PCW						
					The Commonweal.  Vol. 75, no. 26, Mar. 23, 1962.	B959548	1962-03-15	RE473965	1990-03-21	Commonweal Foundation|PCW						
					The Nation.  Vol. 194, no. 11, Mar. 17, 1962.	B959668	1962-03-15	RE508793	1990-12-11	Nation Company, Inc.|PCW						
				W. S. Merwin.	Invocation.|The Nation, Mar. 17, 1962	B959668	1962-03-15	RE505325	1990-12-20	W. S. Merwin|A						
					All American men of war.  No. 91, May-June 1962.	B959669	1962-03-15	RE494178	1990-10-25	DC Comics, Inc.|PWH						
					American Ceramic Society bulletin.  Vol. 41, no. 3, Mar. 1962.	B959717	1962-03-15	RE480371	1990-05-14	American Ceramic Society, Inc.|PCW						
					Los Angeles times.  Vol. 81, Mar. 16, 1962.	B960123	1962-03-15	RE467321	1990-03-16	Times-Mirror Company|PCW						
					House & garden; incorporating Living for young homemakers.  Vol. 121, no. 4, Apr. 1962.	B960239	1962-03-15	RE483223	1990-05-31	Conde Nast Publications, Inc.|PCW						
					Journal of the American Ceramic Society--Ceramic abstracts.  Vol. 45, no. 3, Mar. 1, 1962.	B960280	1962-03-15	RE482500	1990-07-18	American Ceramic Society, Inc.|PCW						
					Esquire.  Vol. 57, no. 4, Apr. 1962.	B960326	1962-03-15	RE490416	1990-08-30	Hearst Corporation|PCW						
					Christian Science sentinel.  Vol. 64, no. 15, Apr. 14, 1962.	B960754	1962-03-15	RE465118	1990-01-08	Christian Science Publishing Society|PWH						
					The Music magazine, Musical courier.  Vol. 164, no. 3, Apr. 1962.	B960920	1962-03-15	RE495309	1990-02-12	Summy-Birchard Company|PCW						
					North Eastern reporter, second series.  Vol. 180, no. 2, Mar. 14, 1962.	B961063	1962-03-15	RE468147	1990-03-26	West Publishing Company|PWH						
					New York supplement, second series.  Vol. 224, no. 2, Mar. 13, 1962.	B961068	1962-03-15	RE468152	1990-03-26	West Publishing Company|PWH						
					Experimental and molecular pathology.  Vol. 1, no. 1, Feb. 1962.	B961294	1962-03-15	RE509924	1990-12-24	Academic Press, Inc.|PCW						
					The Christian Science monitor, Boston.  Vol. 54, no. 92, Mar. 15, 1962.	B961404	1962-03-15	RE465136	1990-01-08	Christian Science Publishing Society|PWH						
					Kodak handbook news.  Vol. 62, no. 1, 1962.	B967147	1962-03-15	RE500186	1990-12-03	Eastman Kodak Company|PWH						
					Transactions quarterly.  Vol. 55, no. 1, Mar. 1962.	B973886	1962-03-15	RE500241	1990-12-07	ASM International|PWH						
					Harper's bazaar; special ed. of international fashion.  Mar. 15, 1962.	B978780	1962-03-15	RE502841	1990-12-18	Hearst Corporation|PCW						
				Walt Disney Productions.	Walt Disney's Donald Duck.  No. 83, June-Aug. 1962.	B978947	1962-03-15	RE480070	1990-07-05	Walt Disney Company|PWH						
				Doubleday & Company, Inc., as employer in a work made for hire of Gertrude Wilkinson.	Cakes for any festive occasion.|Cooking made simple.	BB20363	1962-03-15	RE479348	1990-04-05	Bantam Doubleday Dell Publishing Group, Inc.|PWH					From Cooking made simple.	
				Hugh Williams & Margaret Williams.	The Irregular verb to love; a comedy in three acts.	DF1848	1962-03-15	RE471392	1990-01-04	Margaret Williams|A						
				Hovsep Pushman.	Redemption.	GU34457	1962-03-15	RE467268	1990-05-18	Arsene Pushman|C||Armand Pushman|C						
				Hovsep Pushman.	My golden yesterdays.	GU34458	1962-03-15	RE467269	1990-05-18	Arsene Pushman|C||Armand Pushman|C						
					National Velvet, Jr., jigsaw puzzle.  No. 4611.	KK171370	1962-03-15	RE470521	1990-02-08							
				L. Ron Hubbard.	HCOB 15 March 1962, Suppressors.	TX1153903	1962-03-15	RE489898	1990-08-27	Mary Sue Hubbard|W						
				Albert Rees.	The Economics of trade unions.	TX2990451	1962-03-15	RE509268	1990-12-27	Albert Rees|A						
				Peter Ladefoged.	Elements of acoustic phonetics.	TX2990452	1962-03-15	RE509267	1990-12-27	Peter Ladefoged|A						
					Chemistry 1.	TX3245240	1962-03-15	RE565717	1990-12-27	University College Tutors|PWH						
				L. Ron Hubbard.	HCO information letter of March 15, 1962: Saint Hill training.	TX3270711	1962-03-15	RE584006	1990-12-28	Mary Sue Hubbard|W						
				Donald Barr Chidsey.	Victory at Yorktown.	A552237	1962-03-16	RE510642	1990-12-24	Glen A. Chidsey, Jr.|E						
				Jerome Seymour Bruner.	On knowing: essays for the left hand.	A552329	1962-03-16	RE493515	1990-06-21	Jerome Seymour Bruner|A						
				Lorraine Hansberry.	An Author's reflections: Willy Loman, Walter Younger, and He Who Must Live.|The Village voice reader	A552430	1962-03-16	RE476994	1990-04-25	Robert Nemiroff|E						
					The Village voice reader.  Edited by Daniel Wolf and Edwin Fancher.	A552430	1962-03-16	RE479789	1990-06-27	Village Voice, Inc.|PWH						
				Allen Rivkin and Laura Kerr.	Hello, Hollywood!  A Book about the movies by the people who make them.	A552434	1962-03-16	RE477112	1990-04-05	Allen Rivkin|A						
				James Fenimore Cooper, editor: Thomas Leslie Philbrick.	The Crater.|Vulcan's Peak.	A552439	1962-03-16	RE479806	1990-07-03	Thomas Leslie Philbrick|A						
					Report on the hands of the arid region of the United States.  Editor: Wallace Stegner.	A552440	1962-03-16	RE478526	1990-05-10	Wallace Stegner|A						
				Jean-Paul Sartre, English translation: Forrest Williams.	Imagination: a psychological critique.	A552492	1962-03-16	RE500596	1990-12-03	University of Michigan|PWH						
				Weston LaBarre.	They shall take up serpents; psychology of the southern snake-handling cult.	A552495	1962-03-16	RE510579	1990-12-24	Weston LaBarre|A						
					Missouri digest.  Vols. 23-23A.	A552622	1962-03-16	RE474096	1990-03-26	West Publishing Company|PWH						
				Gabriel Victor Mottla.	Massachusetts practice.  Vol. 9-9A.	A552654	1962-03-16	RE474101	1990-03-26	West Publishing Company|PWH						
				Molly Cone, ill.: Leonard Shortall.	Mishmash.	A552718	1962-03-16	RE482435	1990-07-11	Molly Cone|A						
				H. A. Rey.	The Stars, a new way to see them.	A552719	1962-03-16	RE482436	1990-07-11	Margret Rey|W						
				Jean LaBorde, translation: DavidHughes.	A Fair trial.	A552768	1962-03-16	RE469937	1990-04-05	Bodley Head, Ltd.|PWH						
					The Art of travel: writings of Henry James.  Edited and with an introd. by Morton Dauwen Zabel.	A553766	1962-03-16	RE476988	1990-04-17	Marguerite Dauwen|NK						
				Louis Kronenberger.	Novelists on novelists.	A554536	1962-03-16	RE469939	1990-04-05	Mrs. Louis Kronenberger|W						
				Earl C. Kelley.	In defense of youth.	A554659	1962-03-16	RE492641	1990-10-10	Margaret Kelley|W						
					The Modern Persian reader.  No. 1, elementary.	A554886	1962-03-16	RE500597	1990-12-03	University of Michigan|PWH						
					Advance California reports.  Vol. 23, no. 10.	A555923	1962-03-16	RE484671	1990-07-05	Bancroft-Whitney Company|PWH						
