volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	note	full_text
					North Western reporter, second series.  Vol. 115, no. 4, July 4, 1962.	B986887	1953-07-02	RE487872	1990-07-17	West Publishing Company|PWH						
					Pacific reporter, second series.  Vol. 371, no. 6 & v. 372, no. 1, July 6, 1962.	B986880	1953-07-03	RE487870	1990-07-17	West Publishing Company|PWH						
					Southern reporter, second series.  Vol. 141, no. 4 & v. 142, no. 1, July 5, 1962.	B986886	1953-07-06	RE487871	1990-07-17	West Publishing Company|PWH						
					North Western reporter, second series.  Vol. 115, no. 5, July 11, 1962.	B986891	1953-07-10	RE487873	1990-07-17	West Publishing Company|PWH						
					Pacific reporter, second series.  Vol. 372, no. 2, July 13, 1962.	B986897	1953-07-11	RE487875	1990-07-17	West Publishing Company|PWH						
					Southern reporter, second series.  Vol. 142, no. 2, July 12, 1962.	B986894	1953-07-12	RE487874	1990-07-17	West Publishing Company|PWH						
					Index, synopsis, key number character, and syllabi in New Jersey reports and New Jersey Superior Court reports.  Vol. 75, no. 28, July 13, 1962.	B986879	1953-07-13	RE487869	1990-07-17	West Publishing Company|PWH						
					Dictation by Beloved Daddy, Santa Fe, NM, 26May60; recording script.	C15006	1962-07-09	RE494545	1990-11-01	Saint Germain Press, Inc.|PWH						
				Charles K. Weichert.	Representative chordates; a manual of comparative anatomy.	A481451	1961-01-03	RE461036	1990-01-02	Kathryn H. Weichert|W						
				Harold S. Diehl, Anita D. Laton & Franklin C. Vaughn.	Health and safety for you.	A481407	1961-01-09	RE461035	1990-01-02	Antoni M. Diehl|C||Annabelle Diehl Bush|C||Margaret Vaughn|W						
					Billboard music week.  Vol. 73, no. 1, Jan. 9, 1961.	B878675	1961-01-09	RE459648	1990-01-02	Billboard Publications, Inc.|PCW						
					C.C.2 sources.|Contemporary civilization 2 notes	TX2760818	1961-01-10	RE463289	1990-01-02	University College Tutors|PWH						
					C.C.3 sources.|Contemporary civilization 3 notes	TX2760819	1961-01-10	RE463288	1990-01-02	University College Tutors|PWH						
					Fact book 3.|Philosophy notes.	TX2760820	1961-01-10	RE463287	1990-01-02	University College Tutors|PWH						
					CC 4 notes|Source notes.  Bk. 4.	TX2760821	1961-01-10	RE463286	1990-01-02	University College Tutors|PCW						
					CC 2 notes|Fact book.  No. 2.	TX2760822	1961-01-10	RE463285	1990-01-02	University College Tutors|PCW						
					Gastroenterology.  Vol. 4, no. 1.	B879400	1961-01-13	RE459507	1990-01-02	Williams & Wilkins|PCW						
					Journal of immunology.  Vol. 86, no. 1.	B879401	1961-01-13	RE459508	1990-01-02	Williams & Wilkins|PCW						
					Soil science.  Vol. 91, no. 1.	B879453	1961-01-13	RE459509	1990-01-02	Williams & Wilkins|PCW						
					Journal of urology.  Vol. 85, no. 1.	B879468	1961-01-13	RE459510	1990-01-02	Williams & Wilkins|PCW						
					Billboard music week.  Vol. 73, no. 2, Jan. 16, 1961.	B880057	1961-01-16	RE459649	1990-01-02	Billboard Publications, Inc.|PCW						
				Grand S. McClellan.	Capital punishment.	A481419	1961-01-17	RE462915	1990-01-02	H. W. Wilson Company|PWH						
				Russell Myles DeCoursey.	The Human organism.	A482361	1961-01-19	RE461037	1990-01-02	Russell Myles DeCoursey|A						
					Journal of trauma.  Vol. 1, no. 1.	B884793	1961-01-19	RE459521	1990-01-02	Williams & Wilkins|PCW						
				James T. Mangan.	Secrets of selling yourself to people.	A483009	1961-01-23	RE461149	1990-01-02	James Carroll Mangan|C||Ruth M. Stump|C						
					Billboard music week.  Vol. 73, no. 3, Jan. 23, 1961.	B881405	1961-01-23	RE459650	1990-01-02	Billboard Publications, Inc.|PCW						
					Journal of pharmacology & experimental therapeutics.  Vol. 131, no. 1.	B883765	1961-01-23	RE459516	1990-01-02	Williams & Wilkins|PCW						
				Donald S. Marshall.	Ra'ivavae; an expedition to the most fascinating and mysterious island in Polynesia.	A485950	1961-01-27	RE462772	1990-01-02	Donald S. Marshall|A						
					Journal of investigative dermatology.  Vol. 36, no. 1.	B881380	1961-01-27	RE459512	1990-01-02	Williams & Wilkins|PCW						
					Billboard music week.  Vol. 73, no. 4, Jan. 30, 1961.	B882739	1961-01-30	RE459651	1990-01-02	Billboard Publications, Inc.|PCW						
					Journal of bacteriology.  Vol. 81, no. 1.	B881348	1961-01-31	RE459511	1990-01-02	Williams & Wilkins|PCW						
					Current medical digest.  Jan. 1961.	B881890	1961-02-01	RE459513	1990-01-02	Williams & Wilkins|PCW						
				Paul Galdone.	The House that Jack built.	A484318	1961-02-02	RE461038	1990-01-02	Joanna Galdone|C						
					Stain technology.  Vol. 36, no. 1.	B882542	1961-02-06	RE459514	1990-01-02	Williams & Wilkins|PCW						
					Journal of urology.  Vol. 85, no. 2.	B882543	1961-02-06	RE459515	1990-01-02	Williams & Wilkins|PCW						
					Billboard music week.  Vol. 73, no. 5, Feb. 6, 1961.	B882748	1961-02-06	RE459652	1990-01-02	Billboard Publications, Inc.|PCW						
					Obstetrical & gynecologial survey.  Vol. 16, no. 1.	B884936	1961-02-10	RE459522	1990-01-02	Williams & Wilkins|PCW						
					The Journal of nervous & mental disease.  Vol. 131, no. 6.	B883902	1961-02-13	RE459517	1990-01-02	Williams & Wilkins|PCW						
					Billboard music week.  Vol. 73, no. 6, Feb. 13, 1961.	B884310	1961-02-13	RE459653	1990-01-02	Billboard Publications, Inc.|PCW						
					Gastroenterology.  Vol. 40, no. 2.	B883915	1961-02-14	RE459518	1990-01-02	Williams & Wilkins|PCW						
					Soil science.  Vol. 91, no. 2.	B883916	1961-02-14	RE459519	1990-01-02	Williams & Wilkins|PCW						
					Survey of anesthesiology.  Vol. 5, no. 1.	B883917	1961-02-14	RE459520	1990-01-02	Williams & Wilkins|PCW						
					Sad Sack comics.  Vol. 1, no. 117, May 1961.	B887177	1961-02-15	RE460904	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack funny friends.  Vol. 1, no. 33, May 1961.	B887182	1961-02-15	RE460905	1990-01-02	Sad Sack, Inc.|PWH						
				John Ormsbee Simonds.	Landscape architecture; the shaping of man's natural environment.	A491990	1961-02-16	RE461039	1990-01-02	John Ormsbee Simonds|A						
					Urological survey.  Vol. 11, no. 1.	B885582	1961-02-16	RE459524	1990-01-02	Williams & Wilkins|PCW						
					Survey of ophthalmology.  Vol. 6, no. 1.	B885581	1961-02-17	RE459523	1990-01-02	Williams & Wilkins|PCW						
					Journal of immunology.  Vol. 86, no. 2.	B885583	1961-02-17	RE459525	1990-01-02	Williams & Wilkins|PCW						
					Journal of pharmacology & experimental therapeutics.  Vol. 131, no. 2.	B885584	1961-02-17	RE459526	1990-01-02	Williams & Wilkins|PCW						
					Current medical digest.  Feb. 1961.	B887062	1961-02-27	RE459527	1990-01-02	Williams & Wilkins|PCW						
					Billboard music week.  Vol. 73, no. 8, Feb. 27, 1961.	B887816	1961-02-27	RE459654	1990-01-02	Billboard Publications, Inc.|PCW						
					The Journal of nervous & mental disease.  Vol. 132, no. 1.	B889211	1961-03-01	RE459529	1990-01-02	Williams & Wilkins|PCW						
					Medicine.  Vol. 40, no. 1.	B889240	1961-03-01	RE459531	1990-01-02	Williams & Wilkins|PCW						
					Journal of investigative dermatology.  Vol. 36, no. 2.	B889201	1961-03-03	RE459528	1990-01-02	Williams & Wilkins|PCW						
					Journal of bacteriology.  Vol. 81, no. 2.	B889239	1961-03-03	RE459530	1990-01-02	Williams & Wilkins|PCW						
					De Heraut van Christian Science.|The Herald of Christian Science.  Vol. 32, no. 2, Apr.-June  1962.	B956310	1961-03-05	RE465103	1990-01-08	Christian Science Publishing Society|PWH						
				Kenneth M. Swezey.	After dinner science.	A492155	1961-03-10	RE461041	1990-01-02	Esther Swezey|W||John Swezey|C						
				Walter Sullivan.	Assault on the unknown; the International Geophysical Year.	A492104	1961-03-15	RE461040	1990-01-02	Walter Sullivan|A						
					Journal of urology.  Vol. 85, no. 3.	B890392	1961-03-15	RE459532	1990-01-02	Williams & Wilkins|PCW						
					Sad Sack comics.  Vol. 1, no. 118, June 1961.	B890464	1961-03-15	RE460903	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack and Sarge.  Vol. 1, no. 25, June 1961.	B890465	1961-03-15	RE460906	1990-01-02	Sad Sack, Inc.|PWH						
				Leon I. Salomon.	The Supreme Court.	A492661	1961-03-16	RE462916	1990-01-02	H. W. Wilson Company|PWH						
					Journal of pharmacology & experimental therapeutics.  Vol. 131, no. 3.	B890393	1961-03-16	RE459533	1990-01-02	Williams & Wilkins|PCW						
					Gastroenterology.  Vol. 40, no. 3.	B890419	1961-03-16	RE459534	1990-01-02	Williams & Wilkins|PCW						
					Social forces.  Vol. 39, no. 3.	B890420	1961-03-16	RE459535	1990-01-02	Williams & Wilkins|PCW						
					Soil science.  Vol. 91, no. 3.	B890421	1961-03-16	RE459536	1990-01-02	Williams & Wilkins|PCW						
					Journal of trauma.  Vol. 1, no. 2.	B890422	1961-03-16	RE459663	1990-01-02	Williams & Wilkins|PCW						
					Billboard music week.  Vol. 73, no. 11, Mar. 20, 1961.	B890645	1961-03-20	RE459655	1990-01-02	Billboard Publications, Inc.|PCW						
					Journal of immunology.  Vol. 86, no. 3.	B891725	1961-03-21	RE459664	1990-01-02	Williams & Wilkins|PCW						
				Connie Clausen (Constance Clausen)	I love you, honey, but the season's over.	A493665	1961-03-23	RE456313	1990-01-02	Connie Clausen|C						
					Billboard music week.  Vol. 73, no. 12, Mar. 27, 1961.	B893286	1961-03-27	RE459656	1990-01-02	Billboard Publications, Inc.|PCW						
					Bacteriological reviews.  Vol. 25, no. 1.	B893665	1961-03-30	RE459665	1990-01-02	Williams & Wilkins|PCW						
					Current medical digest.  Mar. 1961.	B893666	1961-03-30	RE459666	1990-01-02	Williams & Wilkins|PCW						
					Stain technology.  Vol. 36, no. 2.	B894177	1961-03-30	RE459667	1990-01-02	Williams & Wilkins|PCW						
					Pharmacological reviews.  Vol. 13, no. 1.	B894181	1961-03-30	RE459668	1990-01-02	Williams & Wilkins|PCW						
					Journal of investigative dermatology.  Vol. 36, no. 3.	B894205	1961-03-30	RE459669	1990-01-02	Williams & Wilkins|PCW						
					Billboard music week.  Vol. 73, no. 13, Apr. 3, 1961.	B893287	1961-04-03	RE459657	1990-01-02	Billboard Publications, Inc.|PCW						
				Paul B. Weisz.	Elements of biology.	A495131	1961-04-04	RE461017	1990-01-02	Paul B. Weisz|A						
					Billboard music week.  Vol. 73, no. 14, Apr. 10, 1961.	B894630	1961-04-10	RE459658	1990-01-02	Billboard Publications, Inc.|PCW						
					Journal of bacteriology.  Vol. 81, no. 3.	B895918	1961-04-10	RE459670	1990-01-02	Williams & Wilkins|PCW						
				Russell G. Davis & Brent K. Ashabranner.	The Choctaw code.	A496537	1961-04-12	RE461019	1990-01-02	Russell G. Davis|A						
					Journal of urology.  Vol. 85, no. 4.	B895931	1961-04-12	RE459671	1990-01-02	Williams & Wilkins|PCW						
				Clifford T. Morgan.	Introduction to psychology.	A496438	1961-04-13	RE461018	1990-01-02	Jean S. Morgan|W						
					Obstetrical & gynecological survey.  Vol. 16, no. 2.	B896980	1961-04-13	RE459672	1990-01-02	Williams & Wilkins|PCW						
					Sad Sack laugh special.  Vol. 1, no. 9, July 1961.	B897736	1961-04-15	RE460907	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack funny friends.  Vol. 1, no. 34, July 1961.	B897737	1961-04-15	RE460908	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack comics.  Vol. 1, no. 119, July 1961.	B897738	1961-04-15	RE460909	1990-01-02	Sad Sack, Inc.|PWH						
					Billboard music week.  Vol. 73, no. 15, Apr. 17, 1961.	B896386	1961-04-17	RE459659	1990-01-02	Billboard Publications, Inc.|PCW						
					Gastroenterology.  Vol. 40, no. 4.	B897339	1961-04-20	RE459674	1990-01-02	Williams & Wilkins|PCW						
					"A Promise to our country ""I pledge allegiance ....""  By James Calvert, pictures by James Daugherty."	A500065	1961-04-21	RE504821	1990-01-02	James Calvert|A||James Daugherty|A						
					The Journal of nervous & mental disease.  Vol. 132, no. 2.	B897235	1961-04-21	RE459673	1990-01-02	Williams & Wilkins|PCW						
				Edwin P. Hoyt.	Lost statesmen.	A502122	1961-04-24	RE459066	1990-01-02	Edwin P. Hoyt|A						
					Survey of anesthesiology.  Vol. 5, no. 2.	B898409	1961-04-24	RE461247	1990-01-02	Williams & Wilkins|PCW						
					Survey of ophthalmology.  Vol. 6, no. 2.	B898412	1961-04-24	RE459677	1990-01-02	Williams & Wilkins|PCW						
					Journal of immunology.  Vol. 86, no. 4.	B898420	1961-04-24	RE459680	1990-01-02	Williams & Wilkins|PCW						
					Journal of pharmacology & experimental therapeutics.  Vol. 132, no. 1.	B892359	1961-04-25	RE459675	1990-01-02	Williams & Wilkins|PCW						
					Journal of bacteriology.  Vol. 81, no. 4.	B898418	1961-04-25	RE459678	1990-01-02	Williams & Wilkins|PCW						
					Urological survey.  Vol. 11, no. 2.	B898419	1961-04-25	RE459679	1990-01-02	Williams & Wilkins|PCW						
				Bernard Fergusson.	The Watery maze.	A516979	1961-04-27	RE456311	1990-01-02	George Duncan Fergusson|C						
					Current medical digest.  Apr. 1961.	B899752	1961-04-28	RE459681	1990-01-02	Williams & Wilkins|PCW						
					Billboard music week.  Vol. 73, no. 17, May 1, 1961.	B898949	1961-05-01	RE459660	1990-01-02	Billboard Publications, Inc.|PCW						
					Soil science.  Vol. 91, no. 4.	B899763	1961-05-02	RE459682	1990-01-02	Williams & Wilkins|PCW						
				Robert Theobald.	Britain in the sixties.	A500521	1961-05-03	RE462917	1990-01-02	H. W. Wilson Company|PWH						
					Billboard music week.  Vol. 73, no. 18, May 8, 1961.	B902471	1961-05-08	RE459661	1990-01-02	Billboard Publications, Inc.|PCW						
					Journal of urology.  Vol. 85, no. 5.	B902333	1961-05-10	RE459684	1990-01-02	Williams & Wilkins|PCW						
					Gastroenterology.  Vol. 40, no. 5.	B902334	1961-05-10	RE459685	1990-01-02	Williams & Wilkins|PCW						
					Journal of investigative dermatology.  Vol. 36, no. 4.	B899914	1961-05-11	RE459683	1990-01-02	Williams & Wilkins|PCW						
					The Journal of nervous & mental disease.  Vol. 132, no. 3.	B902423	1961-05-11	RE459686	1990-01-02	Williams & Wilkins|PCW						
					Sad Sack and Sarge.  Vol. 1, no. 26, Aug. 1961.	B901933	1961-05-15	RE460910	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack comics.  Vol. 1, no. 120, Aug. 1961.	B901934	1961-05-15	RE460911	1990-01-02	Sad Sack, Inc.|PWH						
					Social forces.  Vol. 39, no. 4.	B902424	1961-05-15	RE459687	1990-01-02	Williams & Wilkins|PCW						
				George Baker & Harvey Features Syndicate.	Harvey hits.  Vol. 1, no. 47, Aug. 1961.	TX2856022	1961-05-15	RE482365	1990-01-02	Sad Sack, Inc.|PWH						
					Journal of pharmacology & experimental therapeutics.  Vol. 132, no. 2.	B902425	1961-05-17	RE459688	1990-01-02	Williams & Wilkins|PCW						
					Journal of trauma.  Vol. 1, no. 3.	B905242	1961-05-19	RE459691	1990-01-02	Williams & Wilkins|PCW						
					Journal of immunology.  Vol. 86, no. 5.	B905241	1961-05-24	RE459690	1990-01-02	Williams & Wilkins|PCW						
					Soil science.  Vol. 91, no. 5.	B905243	1961-05-24	RE459692	1990-01-02	Williams & Wilkins|PCW						
				Jeanne Bendick & Marcia O. Levin.	Take a number; new ideas + imagination = more fun.	A504816	1961-05-25	RE461020	1990-01-02	Jeanne Bendick|A						
					Journal of bacteriology.  Vol. 81, no. 5.	B905238	1961-05-25	RE459689	1990-01-02	Williams & Wilkins|PCW						
				Lew Tobin (Louis Tobin)	Peace, it's wonderful; dramatico-musical composition.	DU53286	1961-05-25	RE471057	1990-01-02						Text only.	
					Current medical digest.  May 1961.	B906088	1961-05-31	RE459693	1990-01-02	Williams & Wilkins|PCW						
					Journal of investigative dermatology.  Vol. 36, no. 5.	B907688	1961-05-31	RE459698	1990-01-02	Williams & Wilkins|PCW						
					Medicine.  Vol. 40, no. 2.	B906504	1961-06-02	RE459696	1990-01-02	Williams & Wilkins|PCW						
					Stain technology.  Vol. 36, no. 3.	B906481	1961-06-03	RE459695	1990-01-02	Williams & Wilkins|PCW						
					The Journal of nervous & mental disease.  Vol. 132, no. 4.	B906117	1961-06-05	RE459694	1990-01-02	Williams & Wilkins|PCW						
				Donald H. Menzel, Howard Mumford Jones & Lyle G. Boyd.	Writing a technical paper.	A505763	1961-06-06	RE461022	1990-01-02	Cambridge Trust Company|E						
				Burton Bernstein.	The Grove.	A509300	1961-06-08	RE504820	1990-01-02	Burton Bernstein|A						
					Journal of urology.  Vol. 85, no. 6.	B907108	1961-06-09	RE459697	1990-01-02	Williams & Wilkins|PCW						
					Obstetrical & gynecological survey.  Vol. 16, no. 3.	B908462	1961-06-14	RE459699	1990-01-02	Williams & Wilkins|PCW						
					Boarding house blues.  Text: James T. Farrell.	A550900	1961-06-15	RE482465	1990-01-02	Ellen Bilgore|E						
					Sad Sack comics.  Vol. 1, no. 121, Sept. 1961.	B912771	1961-06-15	RE460912	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack funny friends.  Vol. 1, no. 35, Sept. 1961.	B912772	1961-06-15	RE460913	1990-01-02	Sad Sack, Inc.|PWH						
					Survey of anesthesiology.  Vol. 5, no. 3.	B909882	1961-06-19	RE459700	1990-01-02	Williams & Wilkins|PCW						
					Survey of opthalmology.  Vol. 6, no. 3.	B909883	1961-06-19	RE459701	1990-01-02	William & Wilkins|PCW						
					Journal of pharmacology & experimental therapeutics.  Vol. 132, no. 3.	B909887	1961-06-20	RE459704	1990-01-02	William & Wilkins|PCW						
					Journal of immunology.  Vol. 86, no. 6.	B909884	1961-06-21	RE459702	1990-01-02	William & Wilkins|PCW						
					Gastroenterology.  Vol. 40, no. 6.	B909885	1961-06-21	RE459703	1990-01-02	William & Wilkins|PCW						
					Current medical digest.  June 1961.	B909929	1961-06-22	RE459705	1990-01-02	William & Wilkins|PCW						
					Bacteriological reviews.  Vol. 25, no. 2.	B911454	1961-06-28	RE459706	1990-01-02	William & Wilkins|PCW						
					Journal of investigative dermatology.  Vol. 36, no. 6.	B912126	1961-06-30	RE459707	1990-01-02	William & Wilkins|PCW						
				Robert VanGulik, with six ill. drawn by the author in Chinese style.	The Red pavilion; a Chinese detective story.	TX2868897	1961-07-01	RE496586	1990-01-02	T. M. VanGulik|C						
				Bruce Cutler.	Marais des Cygnes: the marriage of Lily Stillwell.|The Wichita Sunday eagle and the Wichita beacon, July 9, 1961	BB19427	1961-07-09	RE459745	1990-01-02	Bruce Cutler|A						
				Norman A. Graebner.	An Uncertain tradition; American secretaries of state in the twentieth century.	A511688	1961-07-10	RE504819	1990-01-02	Norman A. Graebner|A						
					Journal of bacteriology.  Vol. 81, no. 6.	B912863	1961-07-10	RE459708	1990-01-02	William & Wilkins|PCW						
					The Journal of nervous & mental disease.  Vol. 132, no. 5.	B912866	1961-07-10	RE459711	1990-01-02	William & Wilkins|PCW						
					Soil science.  Vol. 91, no. 6.	B912864	1961-07-12	RE459709	1990-01-02	William & Wilkins|PCW						
					Journal of urology.  Vol. 86, no. 1.	B912867	1961-07-12	RE459712	1990-01-02	William & Wilkins|PCW						
					Urological survey.  Vol. 11, no. 3.	B912865	1961-07-13	RE459710	1990-01-02	William & Wilkins|PCW						
					Gastroenterology.  Vol. 41, no. 1.	B916453	1961-07-14	RE459571	1990-01-02	Williams & Wilkins|PCW						
					Journal of immunology.  Vol. 87, no. 1.	B916454	1961-07-14	RE459572	1990-01-02	Williams & Wilkins|PCW						
					Sad Sack and Sarge.  Vol. 1, no. 27, Oct. 1961.	B913621	1961-07-15	RE460914	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack laugh special.  Vol. 1, no. 10, Oct. 1961.	B913622	1961-07-15	RE460915	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack comics.  Vol. 1, no. 122, Oct. 1961.	B915604	1961-07-15	RE460916	1990-01-02	Sad Sack, Inc.|PWH						
					Journal of pharmacology & experimental therapeutics.  Vol. 133, no. 1.	B916452	1961-07-17	RE459570	1990-01-02	Williams & Wilkins|PCW						
					Current medical digest.  July 1961.	B914002	1961-07-18	RE459564	1990-01-02	Williams & Wilkins|PCW						
					House beautiful.  Vol. 103, no. 8, Aug. 1961.	B915262	1961-07-20	RE459739	1990-01-02	Hearst Corporation|PCW						
					Pharmacological reviews.  Vol. 13, no. 2.	B915763	1961-07-20	RE459565	1990-01-02	Williams & Wilkins|PCW						
					Soil science.  Vol. 92, no. 1.	B915764	1961-07-21	RE459566	1990-01-02	Williams & Wilkins|PCW						
					Journal of investigative dermatology.  Vol. 37, no. 1.	B915765	1961-07-21	RE459567	1990-01-02	Williams & Wilkins|PCW						
					Journal of bacteriology.  Vol. 82, no. 1.	B915769	1961-07-21	RE459569	1990-01-02	Williams & Wilkins|PCW						
					Stain technology.  Vol. 36, no. 4.	B915767	1961-07-24	RE459568	1990-01-02	Williams & Wilkins|PCW						
					Journal of trauma.  Vol. 1, no. 4.	B916777	1961-07-28	RE459573	1990-01-02	Williams & Wilkins|PCW						
					Journal of urology.  Vol. 86, no. 2.	B917852	1961-08-01	RE459574	1990-01-02	Williams & Wilkins|PCW						
				Paul Galdone & Mary Finocchiaro.	La Vieja y su cerdo.|The Old woman and her pig.	A516482	1961-08-07	RE461023	1990-01-02	Joanna Galdone|C						
				Paul Galdone & Mary Finocchiaro.	La Vieille femme et son cochon.|The Old woman and her pig.	A516483	1961-08-07	RE461024	1990-01-02	Joanna Galdone|C						
				Norman L. Farberow & Edwin S. Shneidman.	The Cry for help.	A515217	1961-08-09	RE461021	1990-01-02	Norman L. Farberow|A||Edwin S. Shneidman|A						
					Urological survey.  Vol. 11, no. 4.	B918491	1961-08-11	RE459575	1990-01-02	Williams & Wilkins|PCW						
					Sad Sack funny friends.  Vol. 1, no. 36, Nov. 1961.	B923977	1961-08-15	RE460917	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack comics.  Vol. 1, no. 123, Nov. 1961.	B927316	1961-08-15	RE460920	1990-01-02	Sad Sack, Inc.|PWH						
					Obstetrical & gynecological survey.  Vol. 16, no. 4.	B919286	1961-08-17	RE459576	1990-01-02	Williams & Wilkins|PCW						
					Journal of pharmacology & experimental therapeutics.  Vol. 133, no. 2.	B919328	1961-08-17	RE459577	1990-01-02	Williams & Wilkins|PCW						
					House beautiful.  Vol. 103, no. 9, Sept. 1961.	B919855	1961-08-17	RE459740	1990-01-02	Hearst Corporation|PCW						
				Bernard Fergusson.	Wavell, portrait of a soldier.	AFO34540	1961-08-21	RE456312	1990-01-02	George Duncan Fergusson|C						
					Gastroenterology.  Vol. 41, no. 2.	B920518	1961-08-21	RE459578	1990-01-02	Williams & Wilkins|PCW						
					Journal of immunology.  Vol. 87, no. 2.	B920519	1961-08-21	RE459579	1990-01-02	Williams & Wilkins|PCW						
					Soil science.  Vol. 92, no. 2.	B920797	1961-08-23	RE459581	1990-01-02	Williams & Wilkins|PCW						
					Journal of bacteriology.  Vol. 82, no. 2.	B920798	1961-08-23	RE459582	1990-01-02	Williams & Wilkins|PCW						
					Survey of ophthalmology.  Vol. 6, no. 4.	B921107	1961-08-23	RE459583	1990-01-02	Williams & Wilkins|PCW						
				Lawrence D. Miles.	Techniques of value analysis and engineering.	A519280	1961-08-24	RE504818	1990-01-02	Mrs. L. D. Miles-Walker|W						
					Current medical digest.  Aug. 1961.	B920796	1961-08-24	RE459580	1990-01-02	Williams & Wilkins|PCW						
					Survey of anesthesiology.  Vol. 5, no. 4.	B922027	1961-08-29	RE459585	1990-01-02	Williams & Wilkins|PCW						
					Journal of investigative dermatology.  Vol. 37, no. 2.	B922025	1961-08-30	RE459584	1990-01-02	Williams & Wilkins|PCW						
					The Journal of nervous & mental disease.  Vol. 132, no. 6.	B922918	1961-08-30	RE459586	1990-01-02	Williams & Wilkins|PCW						
				Harry Partch.	Water! water!; a music-theater work for voices, dancers & musical instruments.	DP4531	1961-08-30	RE460232	1990-01-02	Danlee G. Mitchell|E						
				Eve Titus & Paul Galdone.	Anatole over Paris.	A521624	1961-09-07	RE461025	1990-01-02	Eve Titus|A||Joanna Galdone|C						
					Tales for a rainy night; 1961 anthology.  Edited by David Alexander.	A521250	1961-09-11	RE461052	1990-01-02	Mystery Writers of America, Inc.|PWH						
				Glenn O. Blough & Jeanne Bendick.	Christmas trees and how they grow.	A521625	1961-09-13	RE504817	1990-01-02	Glenn O. Blough|A||Jeanne Bendick|A						
					Journal of trauma.  Vol. 1, no. 5.	B924271	1961-09-13	RE459587	1990-01-02	Williams & Wilkins|PCW						
					Soil science.  Vol. 92, no. 3.	B924272	1961-09-14	RE459588	1990-01-02	Williams & Wilkins|PCW						
					Journal of immunology.  Vol. 87, no. 3.	B925335	1961-09-14	RE459589	1990-01-02	Williams & Wilkins|PCW						
					Pharmacological reviews.  Vol. 13, no. 3.	B925377	1961-09-14	RE459590	1990-01-02	Williams & Wilkins|PCW						
					Journal of urology.  Vol. 86, no. 3.	B925427	1961-09-14	RE459591	1990-01-02	Williams & Wilkins|PCW						
					Gastroenterology.  Vol. 41, no. 3.	B925430	1961-09-14	RE459592	1990-01-02	Williams & Wilkins|PCW						
					The Journal of nervous & mental disease.  Vol. 133, no. 1.	B925431	1961-09-14	RE459593	1990-01-02	Williams & Wilkins|PCW						
					Journal of pharmacology & experimental therapeutics.  Vol. 133, no. 3.	B925432	1961-09-14	RE459594	1990-01-02	Williams & Wilkins|PCW						
					Side street and other stories.  Compilation of short stories: James T. Farrell.	A550896	1961-09-15	RE482466	1990-01-02	Ellen Bilgore|E						
					Sad Sack comics.  Vol. 1, no. 124, Dec. 1961.	B925506	1961-09-15	RE460918	1990-01-02	Sad Sack, Inc.|PWH						
					Sad Sack and Sarge.  Vol. 1, no. 28, Dec. 1961.	B925507	1961-09-15	RE460919	1990-01-02	Sad Sack, Inc.|PWH						
				George Baker & Harvey Features Syndicate.	Harvey hits.  Vol. 1, no. 51, Dec. 1961.	TX2856023	1961-09-15	RE482364	1990-01-02	Sad Sack, Inc.|PWH						
				Hal Bridges.	Lee's maverick general: Daniel Harvey Hill.	A522205	1961-09-19	RE504816	1990-01-02	Hal Bridges|A						
					House beautiful.  Vol. 103, no. 10, Oct. 1961.	B926440	1961-09-19	RE459741	1990-01-02	Hearst Corporation|PCW						
					Sportsmanlike driving.	A524195	1961-09-22	RE461026	1990-01-02	American Automobile Association|PWH						
					Current medical digest.  Sept. 1961.	B926813	1961-09-27	RE459596	1990-01-02	Williams & Wilkins|PCW						
				Paul Galdone.	The Three wishes.	A524917	1961-09-28	RE461027	1990-01-02	Joanne Galdone|C						
					Medicine.  Vol. 40, no. 3.	B926811	1961-09-29	RE459595	1990-01-02	Williams & Wilkins|PCW						
				Robert VanGulik, with eight ill. drawn by the author in Chinese style.	The Haunted monastery; a Chinese detective story.	TX2868898	1961-10-01	RE496581	1990-01-02	T. M. VanGulik|C						
					Journal of bacteriology.  Vol. 82, no. 3.	B927945	1961-10-02	RE459598	1990-01-02	Williams & Wilkins|PCW						
					Stain technology.  Vol. 36, no. 5.	B927926	1961-10-04	RE459597	1990-01-02	Williams & Wilkins|PCW						
					Obstetrical & gynecological survey.  Vol. 16, no. 5.	B928579	1961-10-06	RE459599	1990-01-02	Williams & Wilkins|PCW						
					Journal of urology.  Vol. 86, no. 4.	B928669	1961-10-06	RE459600	1990-01-02	Williams & Wilkins|PCW						
				Elmer Kelton.	Donovan.	A525287	1961-10-09	RE461033	1990-01-02	Elmer Kelton|A						
