entry_id	volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	new_matter	see_also_ren	see_also_reg	note	full_text
d5d8f6d9-432c-3a6d-beb4-efb40ea1dbbf					S. L. A. Marshall, translated by Lynton Hudson.	Kesselring: a soldier's record by Albert Kesselring.	AI-3989	1953-11-16	RE140644	1982-10-25	Cate Marshall|W				Pub. abroad 16Nov53, AI-3989|RE 111-598.	
98425c57-6e2b-cd41-e6de-21d0899f293b					Herbert Ernest Bates.	The Nature of love.	A135392	1954-04-21	RE152056	1982-08-30	Richard Bates|C||Jonathan Bates|C				Pub. abroad 11Sep53, AIO-3778.	
98425c57-6e2b-cd41-e6de-21d0899f293b					Herbert Ernest Bates.	The Nature of love.	AIO-3778	1953-09-11	RE152056	1982-08-30	Richard Bates|C||Jonathan Bates|C				Pub. abroad 11Sep53, AIO-3778.	
c8f08528-f605-e4e6-245d-3a5b49082d74					Gilbert Phelps.	The Heart in the desert.	A136472	1954-04-26	RE143035	1982-11-08	Gilbert Phelps|A				Pub. abroad 28Aug53, AIO-3531.	
c8f08528-f605-e4e6-245d-3a5b49082d74					Gilbert Phelps.	The Heart in the desert.	AIO-3531	1953-08-28	RE143035	1982-11-08	Gilbert Phelps|A				Pub. abroad 28Aug53, AIO-3531.	
7e1729ce-01b2-db6d-d8fe-adca2eba7795						A Treasury of French tales.  Collected by Henri Pourrat, translated by Mary Mian, ill. by Pauline Baynes.	A137575	1954-05-10	RE148958	1982-12-22	Mary Mian|A				Pub. abroad 12Nov53, AI-3966.	
7e1729ce-01b2-db6d-d8fe-adca2eba7795						A Treasury of French tales.  Collected by Henri Pourrat, translated by Mary Mian, ill. by Pauline Baynes.	AI-3966	1953-11-12	RE148958	1982-12-22	Mary Mian|A				Pub. abroad 12Nov53, AI-3966.	
2a0915f3-21ef-c6f6-3ade-39a5ef567626					David Garnett.	The Golden echo.	A138302	1954-05-13	RE147414	1982-12-30	Angelica Garnett|W||Richard Duncan Carey Garnett|C||William Tomlin Kasper Garnett|C||Henrietta Couper|C||Frances Olivia Garnett|C||Nerissa Stephen Garnett|C				Pub. abroad 16Nov53, AIO-3920, renewed as RE 111-526.	
2a0915f3-21ef-c6f6-3ade-39a5ef567626					David Garnett.	The Golden echo.	AIO-3920	1953-11-16	RE147414	1982-12-30	Angelica Garnett|W||Richard Duncan Carey Garnett|C||William Tomlin Kasper Garnett|C||Henrietta Couper|C||Frances Olivia Garnett|C||Nerissa Stephen Garnett|C				Pub. abroad 16Nov53, AIO-3920, renewed as RE 111-526.	
6c4f8c3b-3697-319a-86d3-5d5eddb37ccc					Emily Lutyens.	A Blessed girl.	A140568	1954-05-28	RE145541	1982-12-01	Emily Lutyens|A				Pub. abroad 16Oct53, AI-3997.	
6c4f8c3b-3697-319a-86d3-5d5eddb37ccc					Emily Lutyens.	A Blessed girl.	AI-3997	1953-10-16	RE145541	1982-12-01	Emily Lutyens|A				Pub. abroad 16Oct53, AI-3997.	
15b012cb-ce89-da0e-0163-62c49d391459					Charlotte Jay (Geraldine Mary Jay)	The Fugitive eye.	A142680	1954-06-09	RE140918	1982-10-20	Geraldine Mary Jay|C				Pub. abroad 9Nov53|AI-3939.	
6b695589-a694-a38d-8ecb-5d04a52e8ac0					Margaret Irwin (Margaret Irwin  Monsell)	Bloodstock and other stories.	A154020	1954-09-23	RE147440	1982-12-30	John Annan|E				U. S. ed. pub. abroad 7Sep53, AIO-3582.	
6b695589-a694-a38d-8ecb-5d04a52e8ac0					Margaret Irwin (Margaret Irwin  Monsell)	Bloodstock and other stories.	AIO-3582	1953-09-07	RE147440	1982-12-30	John Annan|E				U. S. ed. pub. abroad 7Sep53, AIO-3582.	
ab09c55a-653b-b353-f7cc-d4028a90d5e0					Anthony Eldred Clifford Wilson.	Mystery tour.|Norman and Henry Bones investigate	A170448	1954-12-15	RE141726	1982-11-23	Anthony C. Wilson|A				Reg. abroad as Norman and Henry Bones investigate, 17Sep53, AI-3941.	
ab09c55a-653b-b353-f7cc-d4028a90d5e0					Anthony Eldred Clifford Wilson.	Mystery tour.|Norman and Henry Bones investigate	AI-3941	1953-09-17	RE141726	1982-11-23	Anthony C. Wilson|A				Reg. abroad as Norman and Henry Bones investigate, 17Sep53, AI-3941.	
9fd45ec9-23b0-0776-5e6f-40e45ed0d21b					Max Rosenhaus & Parker Zaner Bloser.	Penmanship step by step.	A119909	1954-01-01	RE123281	1982-02-24	Zaner-Bloser, Inc.|PWH					
f1aa4706-15bd-8e2a-c2cc-8557a864efdb						Donald Duck.  Jan. 10, 1954.	A122121	1954-01-01	RE134243	1982-08-06	Walt Disney Productions|PWH					
c9bb9928-3ace-7706-2e9a-2a62ef6cb1b9						Donald Duck.  Jan. 11, 1954 to Jan 16, 1954.	A122122	1954-01-01	RE134244	1982-08-06	Walt Disney Productions|PWH					
cbcd1a9f-6c45-632f-f6de-abdb778c55b5						Mickey Mouse.  Jan. 10, 1954.	A122331	1954-01-01	RE134247	1982-08-06	Walt Disney Productions|PWH					
4d6a2856-1713-861c-10f8-f6f0163b6a6a						Mickey Mouse.  Jan. 11, 1954 to Jan. 16, 1954.	A122332	1954-01-01	RE134248	1982-08-06	Walt Disney Productions|PWH					
c33a8fd0-6e58-f54c-e11f-ac32011a70bc						Uncle Remus.  Jan. 10, 1954.	A122353	1954-01-01	RE134251	1982-08-06	Walt Disney Productions|PWH					
4f4011cf-2dd5-88f3-4129-408f767f5e5f					William Franklin Graham.	The Responsibilities of the home.	A124152	1954-01-01	RE121904	1982-02-22	The Billy Graham Evangelistic Association|PWH					
8a014886-d2aa-d279-9637-9d86b474c27f					Larry Freeman.	Ironstone china.	A125077	1954-01-01	RE127462	1982-04-30	Larry Freeman|A					
6a946c2d-dc85-f042-c68b-af8d3a0b6066						Advance California appellate reports.  Vol. 15, no. 1.	A126259	1954-01-01	RE126237	1982-04-12	Bancroft-Whitney Company|PWH					
8e7524b7-b113-77bd-eac0-22879bc3aa94					M. Minnaert.	Light and color in open air; book.	A133520	1954-01-01	RE138090	1982-09-21	Mrs. M. B. Minnaert-Coelignh|W					
901f06f5-3944-4d82-a640-15f2401f7589						Hopalong Cassidy.  Release Jan. 1-2, 1954.	A139720	1954-01-01	RE149984	1982-12-20						
7d3d67e0-1307-97dd-ae52-89543331f796						Hopalong Cassidy.  Release Jan. 3, 1954.	A139721	1954-01-01	RE149985	1982-12-20						
5a0ca67b-773c-9a7e-8834-519c3ab34456						Hopalong Cassidy.  Release Jan. 4-9, 1954.	A139722	1954-01-01	RE149986	1982-12-20						
abe2f748-9ee2-9cfa-bb72-999aabb6f02a						Hopalong Cassidy.  Release Jan. 10, 1954.	A139723	1954-01-01	RE149987	1982-12-20						
09db39e1-2ba5-5e90-430a-4ff0d0b9037a						Hopalong Cassidy.  Release Jan. 11-16, 1954.	A139724	1954-01-01	RE149988	1982-12-20						
39ada74e-1c31-38f4-93e0-89e75da07482						Gospel highway.  Music editor: Adger McDavid Pace, asst. editor: Rupert Thompson Cravens.	A157745	1954-01-01	RE121305	1982-02-11	Music Publisher James D. Vaughan|PCW					
ecd744a1-634e-3911-ccd7-5c3e904cb718					Werner P. Friederich & David Henry Malone.	Outline of comparative literature.	A172487	1954-01-01	RE122678	1982-02-08	Werner P. Friederich|A||David Henry Malone|A				In notice: 1953	
41099300-2a6f-d51a-a07d-ccff50884757					Marcel Bessis.	Traite de cytologie sanguine.	AF13709	1954-01-01	RE122691	1982-03-05	Marcel Bessis|A					
534b2206-ff27-269b-ce15-7acf627f0209						Nuovo dizionario musicale curci.  Text: Alfredo Bonaccorsi.	AFO13295	1954-01-01	RE133997	1982-07-20	Alfredo Bonaccorsi|A					
e4bfca77-6c26-ede1-4b69-c1a6d7535e24						The New York times.  Vol. 103, no. 35041, Jan. 1, 1954.	B451506	1954-01-01	RE121357	1982-02-25	The New York Times Company|PCW					
5242e143-9eec-1cb0-9da8-2fc24ec5f011						Daily news.	B451530	1954-01-01	RE130599	1982-06-30	New York News, Inc.|PWH					
7220cb13-252d-7562-4281-2183ed5438eb						Little Orphan Annie.	B451530	1954-01-01	RE139630	1982-10-07	Tribune Company Syndicate, Inc.|PWH					
b9bce215-b4d6-35ea-834e-8ea30302a58c						The Washington post.	B451594	1954-01-01	RE150244	1982-12-29	The Washington Post Company|PCW					
d85b7102-9079-a72c-b302-7878930e8dcb						Chicago daily tribune.  Vol. 113, no. 1, Jan. 1, 1954.	B451608	1954-01-01	RE116024	1982-01-28	Chicago Tribune Company|PCW					
3437739d-c19a-a531-4d63-7e771d5c8c74						Gourmet magazine.  Vol. 14, no. 1, Jan. 1954.	B451620	1954-01-01	RE124341	1982-03-22	Gourmet, Inc.|PWH					
24d51b2a-f7fb-d1db-25ee-26a538166944						(Index, synopsis, key number character and syllabi) in New Jersey reports and New Jersey superior court reports.	B453174	1954-01-01	RE124824	1982-04-02	West Publishing Company|PWH					
11c485d4-363e-51c4-b2d8-8ffc9de42074						The Congressional digest.  Vol. 33, no. 1, Jan. 1954.	B453534	1954-01-01	RE114596	1982-01-08	The Congressional Digest Corporation|PCW					
2ec7f57d-ce1b-f722-7a45-f4b7464cbd27						Organic gardening and farming.  Vol. 1, no. 1, Jan. 1954.	B456058	1954-01-01	RE148235	1982-12-15	RodaLe Press, Inc.|PWH					
badf19a5-a311-bfa1-9eaa-6174bb508c5b						Mad.  Vol. 1, no. 10, Apr. 1954.	B456838	1954-01-01	RE135195	1982-08-16	Educational Comics|PCW					
c81c28bc-996b-fc3d-85a1-38f22e9e8ed9						United Feature comics.  Vol. 15, no. 30.	B457940	1954-01-01	RE129669	1982-06-04	United Feature Syndicate, Inc.|PCW					
c56b5283-32c6-ec22-7b3b-450d3fa01598						Li'l' Abner; comic strip.  Created by Alfred G. Capp as an employee for hire of United Feature Syndicate, Inc.	B457940	1954-01-01	RE134433	1982-07-21	Capp Enterprises, Inc.|PWH					
8ae67ff9-bc1d-8853-ba25-58dc464c56c2						Prevention.  Vol. 6, no. 1, Jan. 1954.	B466928	1954-01-01	RE148236	1982-12-15	RodaLe Press, Inc.|PWH					
96403728-36fd-6a22-13f3-084d06dbbd66						West Virginia history.  Vol. 15, no. 2, Jan. 1954.	B467788	1954-01-01	RE119443	1982-02-01	Archives and History Division of Department of Culture & History|PCW					
1bdc638a-490b-4bca-fdb3-abc78ce2b4c8						The Appraisal journal.  Vol. 22, no. 1, Jan. 1954.	B481897	1954-01-01	RE127907	1982-04-19	American Institute of Real Estate Appraisers of the National Association of Realtors|PWH					
bcf6c023-5bca-b5b7-4fb1-8789baff40c0						Tarzan.  No. 4495.	B5-26649	1954-01-01	RE123542	1982-03-04	Edgar Rice Burroughs, Inc.|PWH					
ed9e29dc-ffb4-d474-7ca6-32606be820f1						Tarzan.  No. 4496.	B5-26650	1954-01-01	RE123543	1982-03-04	Edgar Rice Burroughs, Inc.|PWH					
d9c18cde-62bb-6816-7afa-f21fd774a68d						Tarzan.  No. 4497.	B5-26651	1954-01-01	RE123544	1982-03-04	Edgar Rice Burroughs, Inc.|PWH					
c925c2a6-cb55-985b-0aff-be357d242ddd						Tarzan.  No. 4498.	B5-26652	1954-01-01	RE123545	1982-03-04	Edgar Rice Burroughs, Inc.|PWH					
7f407a7e-fa8c-cdc2-3362-56b00992daf8						Tarzan.  No. 4499.	B5-26653	1954-01-01	RE123546	1982-03-04	Edgar Rice Burroughs, Inc.|PWH					
8a35c877-f357-a356-0877-8fe10b012a73						Tarzan.  No. 4500.	B5-26654	1954-01-01	RE123547	1982-03-04	Edgar Rice Burroughs, Inc.|PWH					
f6798f29-2e2b-7dd3-6bce-750804b30b64						Tarzan.  No. 1191.	B5-26655	1954-01-01	RE123668	1982-03-01	Edgar Rice Burroughs, Inc.|PWH					
5d3f3b9b-bd04-a7ed-2f6f-b2b71190a4dd						Smokey-Joe's Chuck wagon style pork and beans.	KK120708	1954-01-01	RE151947	1982-12-20	Case-Swayne Company, Inc.|PWH					
b723d78a-086c-d2d1-3207-3ef7b90d3635					Morton Thompson.	Not as a stranger.	A119741	1954-01-02	RE124537	1982-03-22	Hilliard L. Bernstein|A					
a2a0212f-7f61-c431-636b-b321696953de					J. Kenner Agnew & Agnes L. McCarthy.	Prose and poetry of the world.	A120401	1954-01-02	RE136034	1982-08-23	J. Kenner Agnew|A					
bf967e54-717d-4df9-f769-6a4c519f0531					Ralph Barton Perry.	Realms of value; a critique of human civilization.	A120512	1954-01-02	RE144185	1982-11-19	Bernard B. Perry|C||R. B. Perry, Jr.|C					
6da155b4-4037-f5be-f1f2-62a90be1d61a						The Letters of Theodore Roosevelt.  Vol. 7-8: The days of Armageddon, 1909-1914.  Selected & edited by Elting Elmore Morison.	A120514	1954-01-02	RE130173	1982-06-14	Elting Elmore Morison|A					
aa99f036-4a77-3227-fd6f-d1ec92d58f41					Dwight Marvin.	The Faith I found: a layman looks at religion.	A123811	1954-01-02	RE136663	1982-09-09	Keith Marvin|C||Margaret Marvin Barnes|C||Betsy Marvin McKinney Strain|C					
831ea2ce-86b8-b6cc-18d7-f174e410c47e					Louis Bennett Davidson & Edward J. Doherty, ill.: Gordon Grant.	Strange crimes at sea.	A123812	1954-01-02	RE132729	1982-07-02	Catherine Doherty|W					
ce9f0e4f-6737-584d-8f15-7936b9d98b42					Winston W. Couch & John C. Bollens.	Your California governments in action.	A130702	1954-01-02	RE136044	1982-08-23	Winston W. Crouch|A||John C. Bollens|A					
0a3661d1-c6d8-2607-eb3f-fa439e112a1f					Wells Drorbaugh.	The Bride's notebook.	A137056	1954-01-02	RE113213	1982-01-07	The Conde Nast Publications, Inc.|PWH					
c71528f3-1449-0f1b-563c-dce52667ad64						Barron's; national business & financial weekly.  Vol. 34, no. 1, Jan. 4, 1954.	B451283	1954-01-02	RE146573	1982-12-30	Dow Jones & Company, Inc.|PCW					
ad395375-b979-e240-c98f-2d12c7c103c4						The Christian Science monitor, Boston.  Vol. 46, no. 31, Jan. 2, 1954.	B451424	1954-01-02	RE113554	1982-01-07	The Christian Science Publishing Society|PWH					
0b447d44-d698-a798-6815-0d09c1c08ec5						The New York times.  Vol. 103, no. 35042, Jan. 2, 1954.	B451507	1954-01-02	RE121358	1982-02-25	The New York Times Company|PCW					
505a09fd-bd2b-70bc-cbfd-f882f2938a6c						Daily news.  Jan. 2, 1954.	B451531	1954-01-02	RE130600	1982-06-30	New York News, Inc.|PWH					
6cbc671d-8d61-c54f-c022-4776ff5f95aa						Little Orphan Annie.	B451531	1954-01-02	RE139631	1982-10-07	Tribune Company Syndicate, Inc.|PWH					
3616f0f6-36ca-bbca-3810-7b807d68cf67						The Washington post.  No. 28324.	B451595	1954-01-02	RE150245	1982-12-29	The Washington Post Company|PCW					
7e35f026-6a49-7a92-1b11-278bb60453a0						Chicago daily tribune.  Vol. 113, no. 2, Jan. 2, 1954.	B451609	1954-01-02	RE116025	1982-01-28	Chicago Tribune Company|PCW					
3cc1b313-96f0-e01d-c80d-af7c29499017						American astrology magazine.  Vol. 21, no. 12, Feb. 1954.	B453375	1954-01-02	RE130542	1982-06-16	Clancy Publications, Inc.|PWH					
a0987dbd-5a65-7947-caa3-314cd32cf900						Selecciones del Reader's Digest.  Vol. 27, no. 158, enero 1954.	B453572	1954-01-02	RE122937	1982-02-24	Selecciones del Reader's Digest, S.A.|PCW					
5be2c993-dabe-8a24-26c7-2878caa20d18						World youth.  Vol. 13, no. 1, Jan. 1954.	B460393	1954-01-02	RE114569	1982-01-07	Joe Rock|PCW					
ddeacccb-38d2-2890-d86a-5303f502e64f						LosAngeles times.  Vol. 73, Jan. 3, 1954.	B461233	1954-01-02	RE113483	1982-01-15	The Times-Mirror Company|PCW					
97a5dee5-27dd-39e9-e717-32d1cf06eaa3						The American historical review.  Vol. 59, no. 2, Jan. 1954.	B609049	1954-01-02	RE143522	1982-10-19	American Historical Association|PWH					
9c168650-36b5-5720-645b-68ca67d0e76c						The Reader's Digest (in Japanese)  Vol. 9, no. 1, Jan. 1954.  Editor-in-chief: Seiichi Fukuoka.	BFO806	1954-01-02	RE123456	1982-03-11	The Reader's Digest Association, Inc.|PWH					
3ac45a6d-38aa-81d9-c31c-c2dae54458da						Selezione dal Reader's Digest.  Vol. 12, no. 64, genn. 1954.  Editor-in-chief: Mario Ghisalberti.	BFO810	1954-01-02	RE123432	1982-03-11	S.P.A. Reader's Digest|PWH					
e4ed8bb5-1bdd-4b67-6ece-a1ae595d19fa					Arthur Miller.	The Crucible; drama in two acts.	DP1642	1954-01-02	RE125031	1982-02-12	Arthur Miller|A					
d57b85fe-d8a1-1ff9-019d-103db722d5bd						Clock case.  No. 2781.	GP8416	1954-01-02	RE150045	1982-12-28	Syroco, Inc.|PWH					
373439ba-5e72-14de-fb4a-e4bcdf9344aa					Dena Korfker.	Ankie comes to America.	A130054	1954-01-03	RE147155	1982-12-09	Dena Korfker|A					
7f58cbbb-2358-6660-d2d5-16558ebc95b8						Chicago Sunday tribune.  Vol. 113, no. 1, Jan. 3, 1954.	B451413	1954-01-03	RE116026	1982-01-28	Chicago Tribune Company|PCW					
12351923-2907-0bf2-bd80-d03e8c14e846						The New York times.  Vol. 103, no. 35043, Jan. 3, 1954.	B451508	1954-01-03	RE121359	1982-02-25	The New York Times Company|PCW					
ec160921-9bcc-fa45-3acc-02cc6d562a6b						Sunday news.  Jan. 3, 1954.	B451527	1954-01-03	RE130597	1982-06-30	New York News, Inc.|PWH					
989c5906-fd19-3966-d5f1-bd3a1da65827						Little Orphan Annie.	B451527	1954-01-03	RE139628	1982-10-07	Tribune Company Syndicate, Inc.|PWH					
396d05e8-03d2-e66b-2ebb-4b4cafdd5f85					Miriam Rugel.	Darie and the British Empire.	B451545	1954-01-03	RE131504	1982-06-22	Miriam Rugel|A					
7197ea71-d405-bf54-584d-34fc91e6bf9a						The Washington post.  No. 28325.	B451596	1954-01-03	RE150246	1982-12-29	The Washington Post Company|PCW					
09d4ad72-9251-27e3-76ce-a858ae65e4f6						Family weekly magazine.  Jan. 3, 1954.	B452014	1954-01-03	RE112530	1982-01-07	B. S. Inc|PCW					
dd829c05-9994-cd86-fbfd-22f992b4b3d7						Metronome.  Vol. 70, no. 1, Jan. 1954.	B476161	1954-01-03	RE120772	1982-02-08	Robert Asen|PCW					
