volume	part	number	page	author	title	book	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
8	1A	1	1	ABBOTT, AUSTIN.	Digest of all the New York reports, 1925.		A901544	1926-08-14	R129491	1954-04-21	Lawyers Co-operative Pub. Co.|PCW						ABBOTT, AUSTIN. Digest of all the New York reports, 1925. © 14Aug26; A901544. Lawyers Co-operative Pub. Co. (PCW); 21Apr54; R129491.
8	1A	1	1	ABBOTT, AUSTIN.	Digest of all the New York reports. Third supplement, 1918-1924. Vol. 4-5. v. 4.		A890950	1926-05-03	R129485	1954-04-21	Lawyers Co-operative Pub. Co.|PCW						ABBOTT, AUSTIN. Digest of all the New York reports. Third supplement, 1918-1924. Vol. 4-5. © Lawyers Co-operative Pub. Co. (PCW) v. 4. © 3May26; A890950. 21Apr54; R129485.
8	1A	1	1	ABBOTT, AUSTIN.	Digest of all the New York reports. Third supplement, 1918-1924. Vol. 4-5. v. 5.		A901119	1926-07-07	R129489	1954-04-21	Lawyers Co-operative Pub. Co.|PCW						ABBOTT, AUSTIN. Digest of all the New York reports. Third supplement, 1918-1924. Vol. 4-5. © Lawyers Co-operative Pub. Co. (PCW) v. 5. © 7Jul26; A901119. 21Apr54; R129489.
8	1A	1	1	ABBOTT, LAWRENCE F.	Twelve great modernists.		A972715	1927-04-01	R128178	1954-04-02	Winifred Buck Abbott|W						ABBOTT, LAWRENCE F. Twelve great modernists. © 1Apr27; A972715. Winifred Buck Abbott (W); 2Apr54; R128178.
8	1A	1	1	ABDULLAH, ACHMED.	Ruth's rebellion.		A967589	1927-03-09	R126869	1954-03-10	Mrs. Neill McLaurin Coney|W						ABDULLAH, ACHMED. Ruth's rebellion. © 9Mar27; A967589. Mrs. Neill McLaurin Coney (W); 10Mar54; R126869.
8	1A	1	1	ABERCROMBIE, LASCELLES.	The theory of poetry.		A879516	1926-01-14	R123859	1954-01-11	Catherine Abercrombie|W						ABERCROMBIE, LASCELLES. The theory of poetry. © 14Jan26; A879516. Catherine Abercrombie (W); 11Jan54; R123859.
8	1A	1	1	ABRAHAMS, ISRAEL, ed. and tr.	Zavooth geone Israel. [English title: Hebrew ethical wills. In Hebrew; title transliterated] 2 v.		A967320	1927-02-10	R127787	1954-03-31	Jewish Publication Society of America|PWH						ABRAHAMS, ISRAEL, ed. and tr. Zavooth geone Israel. [English title: Hebrew ethical wills. In Hebrew; title transliterated] 2 v. © 10Feb27; A967320, A967321. Jewish Publication Society of America (PWH); 31Mar54; R127787, R127788.
8	1A	1	1	ABRAHAMS, ISRAEL, ed. and tr.	Zavooth geone Israel. [English title: Hebrew ethical wills. In Hebrew; title transliterated] 2 v.		A967321	1927-02-10	R127788	1954-03-31	Jewish Publication Society of America|PWH						ABRAHAMS, ISRAEL, ed. and tr. Zavooth geone Israel. [English title: Hebrew ethical wills. In Hebrew; title transliterated] 2 v. © 10Feb27; A967320, A967321. Jewish Publication Society of America (PWH); 31Mar54; R127787, R127788.
8	1A	1	1	ABT, ISAAC A., ed.	Pediatrics. Vol. 8 and general index to v. 1-8.		A891520	1926-05-19	R125433	1954-02-05	W. B. Saunders Co.|PCW						ABT, ISAAC A., ed. Pediatrics. Vol. 8 and general index to v. 1-8. © 19May26; A891520. W. B. Saunders Co. (PCW); 5Feb54; R125433.
8	1A	1	1	ACREMANT, GERMAINE (POULAIN).	Gai! Marions-nous!		AF33788	1927-02-15	R131378	1954-06-01	Germaine Acremant|A						ACREMANT, GERMAINE (POULAIN). Gai! Marions-nous! © 15Feb27; AF33788. Germaine Acremant (A); 1Jun54; R131378.
8	1A	1	1	ADAMS, EVANGELINE.	The bowl of heaven.		A950688	1926-10-23	R124331	1954-01-20	George F. Jordan, Jr.|Wr						ADAMS, EVANGELINE. The bowl of heaven. © 23Oct26; A950688. George F. Jordan, Jr. (Wr); 20Jan54; R124331.
8	1A	1	2	ADAMS, KATHLEEN, comp.	A book of giant stories, compiled by Kathleen Adams and Frances Elizabeth Atchinson. With illus. by Robert W. Lahr.		A949463	1926-10-02	R124330	1954-01-20	Frances Atchinson Bacon & Kathleen Adams Grosse|A						ADAMS, KATHLEEN, comp. A book of giant stories, compiled by Kathleen Adams and Frances Elizabeth Atchinson. With illus. by Robert W. Lahr. © 2Oct26; A949463. Frances Atchinson Bacon & Kathleen Adams Grosse (A); 20Jan54; R124330.
8	1A	1	2	ADAMS, SAMUEL HOPKINS.	Revelry.		A958583	1926-11-10	R124326	1954-01-15	Samuel Hopkins Adams|A						ADAMS, SAMUEL HOPKINS. Revelry. © 10Nov26; A958583. Samuel Hopkins Adams (A); 15Jan54; R124326.
8	1A	1	2	ADAMS, SAMUEL HOPKINS.	Summer bachelors, by Warner Fabian, pseud.		A901719	1926-08-25	R130514	1954-05-13	Samuel Hopkins Adams|A						ADAMS, SAMUEL HOPKINS. Summer bachelors, by Warner Fabian, pseud. © 25Aug26; A901719. Samuel Hopkins Adams (A); 13May54; R130514.
8	1A	1	2	ADLER, ALFRED.	Menschenkenntnis.		AF13875	1927-01-01	R132142	1954-06-21	Raissa T. Adler|W						ADLER, ALFRED. Menschenkenntnis. © 1Jan27; AF13875. Raissa T. Adler (W); 21Jun54; R132142.
8	1A	1	2	ADLER, FELIX.	The fiftieth anniversary of the ethical movement, by Felix Adler, and others.		A890622	1926-04-30	R124916	1954-01-29	Ruth A. Friess|C						ADLER, FELIX. The fiftieth anniversary of the ethical movement, by Felix Adler, and others. © 30Apr26; A890622. Ruth A. Friess (C); 29Jan54; R124916.
8	1A	1	2	AIKEN, CONRAD.	Blue morning. (In the Dial, Feb. 1927)		B732446	1927-01-25	R129745	1954-04-26	Conrad Aiken|A						AIKEN, CONRAD. Blue morning. (In the Dial, Feb. 1927) © 25Jan27, B732446. Conrad Aiken (A); 26Apr54; R129745.
8	1A	1	2	ALCOTT, LOUISA MAY.	Little women; edited by Lindsay Rowland. Illus. by Clara M. Burd. NM: introd. & illus.		A891566	1926-03-31	R126208	1954-02-17	John C. Winston Co.|PWH						ALCOTT, LOUISA MAY. Little women; edited by Lindsay Rowland. Illus. by Clara M. Burd. NM: introd. & illus. © 31Mar26; A891566. John C. Winston Co. (PWH); 17Feb54; R126208.
8	1A	1	3	ALLEN, HENRY TUREMAN.	The Rhineland occupation.		A967097	1927-02-01	R132079	1954-06-18	Henry T. Allen|C						ALLEN, HENRY TUREMAN. The Rhineland occupation. © 1Feb27; A967097. Henry T. Allen (C); 18Jun54; R132079.
8	1A	1	3	ALLEN, HERVEY.	Israfel: the life and times of Edgar Allan Poe. 2 v.		A957730	1926-12-06	R127260	1954-03-18	Ann Andrews Allen|W						ALLEN, HERVEY. Israfel: the life and times of Edgar Allan Poe. 2 v. © 6Dec26; A957730. Ann Andrews Allen (W); 18Mar54; R127260.
8	1A	1	3	ALLEN, HERVEY.	Toward the flame.		A879969	1926-03-19	R124368	1954-01-20	Ann Andrews Allen|W						ALLEN, HERVEY. Toward the flame. © 19Mar26; A879969. Ann Andrews Allen (W); 20Jan54; R124368.
8	1A	1	3	ALLEN, IDA C. BAILEY.	Vital vegetables with analyses, menus, and recipes, by Ida C. Bailey Allen, and others. Photos. by Jack Wilbur; drawings by Edward M. Stevenson.		A972380	1927-03-18	R127222	1954-03-19	Ida C. Bailey Allen|A						ALLEN, IDA C. BAILEY. Vital vegetables with analyses, menus, and recipes, by Ida C. Bailey Allen, and others. Photos. by Jack Wilbur; drawings by Edward M. Stevenson. © 18Mar27; A972380. Ida C. Bailey Allen (A); 19Mar54; R127222.
8	1A	1	3	ALLEN, MARYLAND.	The price of victory.		A972711	1927-04-01	R128173	1954-04-02	Doubleday & Co., inc.|PPW						ALLEN, MARYLAND. The price of victory. © 1Apr27; A972711. Doubleday & Co., inc. (PPW); 2Apr54; R128173.
8	1A	1	3	ALMOND, LINDA STEVENS.	Peter Rabbit's holiday; with illus. by J. L. G.		A991319	1927-05-06	R129998	1954-05-10	Platt & Munk Co., inc.|PWH						ALMOND, LINDA STEVENS. Peter Rabbit's holiday; with illus. by J. L. G. © 6May27; A991319. Platt & Munk Co., inc. (PWH); 10May54; R129998.
8	1A	1	3	ÁLVAREZ QUINTERO, SERAFÍN.	Asi se escribe la historia, comedia en dos actos, por Serafín y Joaquín Álvarez Quintero; edited by Edwin B. Place. NM: editorial matter.		A27499	1926-03-29	R125619	1954-02-11	Edwin B. Place|A						ÁLVAREZ QUINTERO, SERAFÍN. Asi se escribe la historia, comedia en dos actos, por Serafín y Joaquín Álvarez Quintero; edited by Edwin B. Place. NM: editorial matter. © 29Mar26; A27499. Edwin B. Place (A); 11Feb54; R125619.
8	1A	1	3	ÁLVAREZ QUINTERO, SERAFÍN.	La flor de la vida, por Serafín y Joaquín Álvarez Quintero; edited by Frank O. Reed, and others. With a critical introd. by Federico de Onís. NM: editorial matter.		A883531	1926-02-19	R124730	1954-01-27	John Brooks|A						ÁLVAREZ QUINTERO, SERAFÍN. La flor de la vida, por Serafín y Joaquín Álvarez Quintero; edited by Frank O. Reed, and others. With a critical introd. by Federico de Onís. NM: editorial matter. © 19Feb26; A883531. John Brooks (A); 27Jan54; R124730.
