volume	part	number	page	author	title	book	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
10	1A	1	1	ABBOTT, GEORGE.	Coquette, by George Abbott and Anne Preston Bridgers. (In The Best plays of 1927-28 and The year book of the drama in America, edited by Burns Mantle)		A541	1928-11-03	R170727	1956-05-07	George Abbott & Anne Preston Bridgers|A						ABBOTT, GEORGE. Coquette, by George Abbott and Anne Preston Bridgers. (In The Best plays of 1927-28 and The year book of the drama in America, edited by Burns Mantle) © 3Nov28; A541. George Abbott & Anne Preston Bridgers (A); 7May56; R170727.
10	1A	1	1	ABBOTT, LUCY THURSTON.	The Rusty-cats. Illustrated by Fridolin Haass.		A1074815	1928-05-31	R162916	1956-01-04	Lucy Thurston Abbott|A						ABBOTT, LUCY THURSTON. The Rusty-cats. Illustrated by Fridolin Haass. © 31May28; A1074815. Lucy Thurston Abbott (A); 4Jan56; R162916.
10	1A	1	1														ABBOTT'S DIGEST OF ALL THE NEW YORK REPORTS, 1927-1928. © 1Jun28, A1082150; 9Feb29, A5285. Lawyers Co-operative Pub. Co. (PCW); 25Apr56; R169670, 169680.
10	1A	1	1	ADAMS, CARRIE B.	How beautiful upon the mountains. (In The Choir herald, Jan. 1929)		B12044	1928-12-10	R170012	1956-05-07	Marybelle Adams Rash & Alice May Adams Lavis|NK						ADAMS, CARRIE B. How beautiful upon the mountains. (In The Choir herald, Jan. 1929) © 10Dec28; B12044. Marybelle Adams Rash & Alice May Adams Lavis (NK); 7May56; R170012.
10	1A	1	1	ADAMS, CARRIE B.	I found Him in my heart. Music by Carrie B. Adams, words by Herman von Berge. (In The Choir herald, Nov. 1928)		B2512	1928-09-29	R167695	1956-04-02	Marybelle Adams Rash & Alice May Adams Lavis|NK						ADAMS, CARRIE B. I found Him in my heart. Music by Carrie B. Adams, words by Herman von Berge. (In The Choir herald, Nov. 1928) © 29Sep28; B2512. Marybelle Adams Rash & Alice May Adams Lavis (NK); 2Apr56; R167695.
10	1A	1	1	ADAMS, CARRIE B.	Let the earth rejoice. (In The Choir herald, Feb. 1929)		B12045	1929-01-02	R170014	1956-05-07	Alice May Adams Lavis & Marybelle Adams Rash|NK						ADAMS, CARRIE B. Let the earth rejoice. (In The Choir herald, Feb. 1929) © 2Jan29; B12045. Alice May Adams Lavis & Marybelle Adams Rash (NK); 7May56; R170014.
10	1A	1	1	ADAMS, EUSTACE L.	Fifteen days in the air.		A1083957	1928-08-22	R172964	1956-06-28	Eustace L. Adams|A						ADAMS, EUSTACE L. Fifteen days in the air. © 22Aug28; A1083957. Eustace L. Adams (A); 28Jun56; R172964.
10	1A	1	1	ADAMS, EUSTACE L.	Over the polar ice.		A1083958	1928-08-22	R172965	1956-06-28	Eustace L. Adams|A						ADAMS, EUSTACE L. Over the polar ice. © 22Aug28; A1083958. Eustace L. Adams (A); 28Jun56; R172965.
10	1A	1	1	ADAMS, EUSTACE L.	Racing around the world.		A1054249	1928-09-10	R172943	1956-06-28	Eustace L. Adams|A						ADAMS, EUSTACE L. Racing around the world. © 10Sep28; A1054249. Eustace L. Adams (A); 28Jun56; R172943.
10	1A	1	1	ADAMS, FRANK R.	Help yourself to happiness. (In Red book magazine, Feb. 1929)		B13130	1929-01-11	R170460	1956-05-10	Frank R. Adams|A						ADAMS, FRANK R. Help yourself to happiness. (In Red book magazine, Feb. 1929) © 11Jan29; B13130. Frank R. Adams (A); 10May56; R170460.
10	1A	1	2	ADAMS, JOHN QUINCY.	The diary of John Quincy Adams, 1794-1845; American political, social and intellectual life from Washington to Polk, edited by Allan Nevins. Abridged.		A1425	1928-10-24	R171915	1956-06-04	Allan Nevins|A						ADAMS, JOHN QUINCY. The diary of John Quincy Adams, 1794-1845; American political, social and intellectual life from Washington to Polk, edited by Allan Nevins. Abridged. © 24Oct28; A1425. Allan Nevins (A); 4Jun56; R171915.
10	1A	1	2	ADAMS, ROGER.	Elementary laboratory experiments in organic chemistry, by Roger Adams and John R. Johnson.		A1054755	1928-09-18	R166498	1956-03-15	Roger Adams & John R. Johnson|A						ADAMS, ROGER. Elementary laboratory experiments in organic chemistry, by Roger Adams and John R. Johnson. © 18Sep28; A1054755. Roger Adams & John R. Johnson (A); 15Mar56; R166498.
10	1A	1	3	ADAMS, SAMUEL HOPKINS.	The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) Installment 1. Jan29.		A5-17	1928-12-07	R162215	1955-12-23	Samuel Hopkins Adams|A						ADAMS, SAMUEL HOPKINS. The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) © Samuel Hopkins Adams (A) Installment 1. Jan29. © 7Dec28; A5-17. 23Dec55; R162215.
10	1A	1	3	ADAMS, SAMUEL HOPKINS.	The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) Installment 2. Feb29.		A5-935	1929-01-10	R163839	1956-01-20	Samuel Hopkins Adams|A						ADAMS, SAMUEL HOPKINS. The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) © Samuel Hopkins Adams (A) Installment 2. Feb29. © 10Jan29; A5-935. 20Jan56; R163839.
10	1A	1	3	ADAMS, SAMUEL HOPKINS.	The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) Installment 3. Mar29.		A5-2574	1929-02-08	R165258	1956-02-20	Samuel Hopkins Adams|A						ADAMS, SAMUEL HOPKINS. The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) © Samuel Hopkins Adams (A) Installment 3. Mar29. © 8Feb29; A5-2574. 20Feb56; R165258.
10	1A	1	3	ADAMS, SAMUEL HOPKINS.	The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) Installment 4. Apr29.		A3424	1929-03-08	R166623	1956-03-13	Samuel Hopkins Adams|A						ADAMS, SAMUEL HOPKINS. The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) © Samuel Hopkins Adams (A) Installment 4. Apr29. © 8Mar29; A3424. 13Mar56; R166623.
10	1A	1	3	ADAMS, SAMUEL HOPKINS.	The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) Installment 5. May29.		A5-4348	1929-04-05	R168331	1956-04-11	Samuel Hopkins Adams|A						ADAMS, SAMUEL HOPKINS. The flagrant years. Illus. by R. F. Schabelitz. (In Hearst's international-cosmopolitan) © Samuel Hopkins Adams (A) Installment 5. May29. © 5Apr29; A5-4348. 11Apr56; R168331.
